Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,event_text
12.959,-6.8031,-6.7661,3.1019,6.4597,3.7912,9.8875,24.518,1.3876,13.787,Kaggle Complete EEG Dataset s02
10.214,-6.568,-8.823,-2.5971,4.1759,1.7724,7.9859,24.368,-0.61165,12.049,Kaggle Complete EEG Dataset s02
5.6818,-7.4384,-10.28,-6.9802,1.9273,-0.46878,5.6278,23.218,-2.5942,9.4156,Kaggle Complete EEG Dataset s02
-0.38274,-9.5685,-11.005,-9.8809,-0.21738,-2.3003,2.8104,20.906,-4.67,5.8766,Kaggle Complete EEG Dataset s02
-7.1593,-12.69,-11.065,-11.516,-2.2035,-3.2038,-0.38791,17.555,-6.9432,1.6586,Kaggle Complete EEG Dataset s02
-13.454,-16.317,-10.78,-12.36,-4.0388,-3.0048,-3.8416,13.495,-9.4989,-2.8636,Kaggle Complete EEG Dataset s02
-18.043,-19.872,-10.613,-12.938,-5.7792,-1.9715,-7.4108,9.1549,-12.339,-7.2971,Kaggle Complete EEG Dataset s02
-20.055,-22.828,-10.993,-13.607,-7.4572,-0.7005,-10.946,4.9336,-15.335,-11.3,Kaggle Complete EEG Dataset s02
-19.178,-24.841,-12.117,-14.434,-9.0209,0.11872,-14.29,1.1054,-18.204,-14.636,Kaggle Complete EEG Dataset s02
-15.727,-25.689,-13.854,-15.164,-10.341,-0.066192,-17.297,-2.2343,-20.577,-17.187,Kaggle Complete EEG Dataset s02
-10.523,-25.206,-15.757,-15.405,-11.242,-1.4706,-19.832,-5.1478,-22.103,-18.94,Kaggle Complete EEG Dataset s02
-4.684,-23.271,-17.243,-14.847,-11.617,-3.9668,-21.807,-7.7966,-22.593,-19.991,Kaggle Complete EEG Dataset s02
0.62579,-19.918,-17.868,-13.491,-11.532,-7.1185,-23.237,-10.414,-22.127,-20.546,Kaggle Complete EEG Dataset s02
4.4208,-15.45,-17.525,-11.679,-11.206,-10.288,-24.228,-13.209,-21.046,-20.883,Kaggle Complete EEG Dataset s02
6.0598,-10.433,-16.467,-9.9017,-10.933,-12.893,-24.922,-16.253,-19.828,-21.258,Kaggle Complete EEG Dataset s02
5.4267,-5.5728,-15.144,-8.4522,-10.933,-14.489,-25.392,-19.394,-18.884,-21.79,Kaggle Complete EEG Dataset s02
3.0049,-1.4871,-13.942,-7.1571,-11.241,-14.834,-25.596,-22.263,-18.4,-22.399,Kaggle Complete EEG Dataset s02
-0.20642,1.4803,-13.031,-5.3574,-11.708,-13.986,-25.421,-24.376,-18.298,-22.853,Kaggle Complete EEG Dataset s02
-2.9982,3.221,-12.361,-2.266,-12.101,-12.302,-24.798,-25.361,-18.324,-22.906,Kaggle Complete EEG Dataset s02
-4.3728,3.7352,-11.856,2.4829,-12.256,-10.337,-23.825,-25.167,-18.258,-22.478,Kaggle Complete EEG Dataset s02
-3.8759,2.9842,-11.586,8.4213,-12.15,-8.6504,-22.782,-24.094,-18.04,-21.699,Kaggle Complete EEG Dataset s02
-1.7453,0.85962,-11.835,14.242,-11.892,-7.6112,-22.004,-22.652,-17.805,-20.829,Kaggle Complete EEG Dataset s02
1.2309,-2.6825,-12.961,18.283,-11.631,-7.2929,-21.722,-21.29,-17.771,-20.089,Kaggle Complete EEG Dataset s02
4.0227,-7.4384,-15.134,19.266,-11.439,-7.5199,-21.895,-20.186,-18.073,-19.527,Kaggle Complete EEG Dataset s02
5.7179,-12.868,-18.124,16.887,-11.27,-7.974,-22.228,-19.196,-18.646,-18.976,Kaggle Complete EEG Dataset s02
5.7767,-18.182,-21.267,11.984,-10.967,-8.3239,-22.295,-17.973,-19.222,-18.151,Kaggle Complete EEG Dataset s02
4.143,-22.578,-23.679,6.1153,-10.353,-8.3461,-21.738,-16.224,-19.459,-16.823,Kaggle Complete EEG Dataset s02
1.2162,-25.489,-24.631,0.85143,-9.3419,-8.0091,-20.448,-13.929,-19.11,-14.963,Kaggle Complete EEG Dataset s02
-2.3263,-26.712,-23.832,-2.826,-7.9824,-7.4087,-18.591,-11.374,-18.124,-12.767,Kaggle Complete EEG Dataset s02
-5.7714,-26.396,-21.543,-4.8043,-6.4473,-6.696,-16.499,-8.9994,-16.643,-10.562,Kaggle Complete EEG Dataset s02
-8.606,-24.967,-18.432,-5.6296,-4.9421,-5.9739,-14.519,-7.1699,-14.914,-8.6566,Kaggle Complete EEG Dataset s02
-10.592,-22.881,-15.25,-6.0179,-3.5929,-5.2249,-12.837,-5.938,-13.105,-7.1653,Kaggle Complete EEG Dataset s02
-11.721,-20.468,-12.513,-6.3942,-2.3867,-4.3776,-11.432,-4.9882,-11.252,-5.9616,Kaggle Complete EEG Dataset s02
-12.11,-18.006,-10.409,-6.767,-1.2117,-3.3852,-10.157,-3.8127,-9.2751,-4.7857,Kaggle Complete EEG Dataset s02
-11.905,-15.841,-8.8955,-6.8658,0.026984,-2.2816,-8.8987,-2.0086,-7.1239,-3.4135,Kaggle Complete EEG Dataset s02
-11.227,-14.335,-7.857,-6.441,1.2904,-1.274,-7.6918,0.50593,-4.9117,-1.8233,Kaggle Complete EEG Dataset s02
-10.165,-13.768,-7.2591,-5.5117,2.3627,-0.6689,-6.7089,3.4778,-2.9555,-0.21289,Kaggle Complete EEG Dataset s02
-8.833,-14.234,-7.1833,-4.3847,2.8891,-0.70752,-6.1939,6.438,-1.7076,1.0833,Kaggle Complete EEG Dataset s02
-7.4224,-15.564,-7.7577,-3.4606,2.5187,-1.4776,-6.3423,8.8785,-1.5856,1.7156,Kaggle Complete EEG Dataset s02
-6.1588,-17.314,-9.006,-2.9595,1.0538,-2.958,-7.1968,10.443,-2.7892,1.4685,Kaggle Complete EEG Dataset s02
-5.2264,-18.891,-10.738,-2.7896,-1.4509,-5.0236,-8.6105,11.002,-5.1821,0.33322,Kaggle Complete EEG Dataset s02
-4.6212,-19.706,-12.529,-2.5434,-4.6666,-7.4181,-10.282,10.665,-8.294,-1.4686,Kaggle Complete EEG Dataset s02
-4.0802,-19.328,-13.822,-1.6817,-8.098,-9.8243,-11.866,9.694,-11.473,-3.5656,Kaggle Complete EEG Dataset s02
-3.1385,-17.65,-14.158,0.22726,-11.237,-11.903,-13.101,8.3959,-14.093,-5.5663,Kaggle Complete EEG Dataset s02
-1.3699,-14.888,-13.382,3.3169,-13.716,-13.373,-13.917,7.0043,-15.772,-7.1995,Kaggle Complete EEG Dataset s02
1.3471,-11.508,-11.703,7.3411,-15.394,-14.069,-14.441,5.6264,-16.467,-8.3918,Kaggle Complete EEG Dataset s02
4.6546,-8.0921,-9.6496,11.683,-16.349,-14.006,-14.929,4.2465,-16.455,-9.2433,Kaggle Complete EEG Dataset s02
7.7229,-5.2165,-7.8515,15.48,-16.795,-13.357,-15.633,2.7694,-16.186,-9.9516,Kaggle Complete EEG Dataset s02
9.5329,-3.3436,-6.8096,17.841,-16.977,-12.398,-16.682,1.0995,-16.109,-10.704,Kaggle Complete EEG Dataset s02
9.2377,-2.756,-6.7404,18.086,-17.115,-11.432,-18.024,-0.8097,-16.518,-11.61,Kaggle Complete EEG Dataset s02
6.4993,-3.5437,-7.5536,15.988,-17.319,-10.679,-19.451,-2.9038,-17.498,-12.65,Kaggle Complete EEG Dataset s02
1.6303,-5.6022,-8.9669,11.858,-17.597,-10.23,-20.695,-5.0291,-18.936,-13.71,Kaggle Complete EEG Dataset s02
-4.493,-8.6044,-10.667,6.4655,-17.869,-10.058,-21.552,-6.9656,-20.597,-14.628,Kaggle Complete EEG Dataset s02
-10.727,-12.046,-12.42,0.82715,-17.997,-10.067,-21.933,-8.4894,-22.192,-15.261,Kaggle Complete EEG Dataset s02
-16.0,-15.329,-14.12,-4.1229,-17.84,-10.164,-21.899,-9.4626,-23.454,-15.532,Kaggle Complete EEG Dataset s02
-19.648,-17.911,-15.719,-7.7847,-17.329,-10.353,-21.612,-9.879,-24.194,-15.47,Kaggle Complete EEG Dataset s02
-21.514,-19.35,-17.122,-9.9832,-16.508,-10.732,-21.258,-9.8499,-24.318,-15.172,Kaggle Complete EEG Dataset s02
-21.824,-19.312,-18.141,-10.904,-15.516,-11.362,-20.976,-9.5521,-23.835,-14.75,Kaggle Complete EEG Dataset s02
-20.974,-17.694,-18.523,-10.883,-14.522,-12.112,-20.785,-9.1336,-22.811,-14.263,Kaggle Complete EEG Dataset s02
-19.343,-14.631,-18.077,-10.179,-13.627,-12.633,-20.582,-8.6237,-21.351,-13.683,Kaggle Complete EEG Dataset s02
-17.176,-10.457,-16.753,-8.8302,-12.816,-12.445,-20.177,-7.9212,-19.56,-12.906,Kaggle Complete EEG Dataset s02
-14.63,-5.6738,-14.685,-6.7305,-11.984,-11.24,-19.364,-6.843,-17.55,-11.827,Kaggle Complete EEG Dataset s02
-11.911,-0.8279,-12.178,-3.8749,-11.036,-9.1127,-18.046,-5.2548,-15.482,-10.418,Kaggle Complete EEG Dataset s02
-9.3634,3.6103,-9.6005,-0.5651,-9.9788,-6.5907,-16.321,-3.2191,-13.587,-8.8277,Kaggle Complete EEG Dataset s02
-7.4171,7.2718,-7.2826,2.5246,-8.9949,-4.4888,-14.522,-1.0841,-12.167,-7.3883,Kaggle Complete EEG Dataset s02
-6.4219,9.9123,-5.4275,4.5705,-8.3749,-3.5408,-13.078,0.59935,-11.509,-6.5229,Kaggle Complete EEG Dataset s02
-6.454,11.427,-4.09,4.9918,-8.3775,-4.0441,-12.377,1.2747,-11.769,-6.5634,Kaggle Complete EEG Dataset s02
-7.202,11.855,-3.2144,3.7729,-9.0781,-5.7235,-12.566,0.64411,-12.867,-7.5733,Kaggle Complete EEG Dataset s02
-8.0369,11.378,-2.7046,1.5606,-10.271,-7.83,-13.476,-1.1406,-14.462,-9.261,Kaggle Complete EEG Dataset s02
-8.2533,10.267,-2.457,-0.54256,-11.519,-9.4755,-14.669,-3.4994,-16.028,-11.041,Kaggle Complete EEG Dataset s02
-7.3944,8.8895,-2.3644,-1.3991,-12.311,-10.059,-15.596,-5.6013,-17.035,-12.241,Kaggle Complete EEG Dataset s02
-5.5042,7.6317,-2.332,-0.32583,-12.305,-9.5258,-15.84,-6.7184,-17.136,-12.369,Kaggle Complete EEG Dataset s02
-3.1372,6.8072,-2.2751,2.6234,-11.474,-8.3789,-15.272,-6.5179,-16.315,-11.31,Kaggle Complete EEG Dataset s02
-1.1482,6.585,-2.1134,6.6805,-10.095,-7.3572,-14.066,-5.1536,-14.84,-9.3434,Kaggle Complete EEG Dataset s02
-0.27988,6.9303,-1.7899,10.675,-8.5803,-6.9944,-12.551,-3.1218,-13.1,-6.9841,Kaggle Complete EEG Dataset s02
-0.85695,7.5693,-1.3147,13.493,-7.2571,-7.3362,-11.031,-0.99654,-11.412,-4.7389,Kaggle Complete EEG Dataset s02
-2.7311,8.0559,-0.76367,14.436,-6.2406,-7.9705,-9.6847,0.82317,-9.8997,-2.9358,Kaggle Complete EEG Dataset s02
-5.4628,7.9494,-0.24385,13.396,-5.4374,-8.2677,-8.5449,2.2205,-8.5046,-1.6548,Kaggle Complete EEG Dataset s02
-8.6006,7.0166,0.18115,10.784,-4.6575,-7.7961,-7.6176,3.2734,-7.0976,-0.80841,Kaggle Complete EEG Dataset s02
-11.915,5.3052,0.51356,7.3012,-3.7749,-6.5333,-6.9657,4.0928,-5.6307,-0.29905,Kaggle Complete EEG Dataset s02
-15.395,3.0539,0.80805,3.6637,-2.8339,-4.8305,-6.746,4.6689,-4.2249,-0.12673,Kaggle Complete EEG Dataset s02
-19.075,0.60989,1.1338,0.42318,-2.0345,-3.2682,-7.1312,4.8596,-3.1469,-0.39155,Kaggle Complete EEG Dataset s02
-22.731,-1.6156,1.522,-2.077,-1.6277,-2.353,-8.1968,4.4645,-2.6767,-1.2101,Kaggle Complete EEG Dataset s02
-25.728,-3.2095,1.9458,-3.6426,-1.7693,-2.2605,-9.8159,3.3708,-2.9471,-2.5836,Kaggle Complete EEG Dataset s02
-27.17,-3.7898,2.3575,-4.0917,-2.4231,-2.8223,-11.656,1.6834,-3.8313,-4.3144,Kaggle Complete EEG Dataset s02
-26.257,-2.9781,2.7546,-3.2178,-3.3642,-3.6626,-13.274,-0.28617,-4.9667,-6.0503,Kaggle Complete EEG Dataset s02
-22.689,-0.53043,3.2264,-0.84771,-4.248,-4.4221,-14.244,-2.0767,-5.8617,-7.3642,Kaggle Complete EEG Dataset s02
-16.901,3.4487,3.8946,3.017,-4.7394,-4.9441,-14.292,-3.2113,-6.0782,-7.904,Kaggle Complete EEG Dataset s02
-9.9685,8.4342,4.8383,8.0259,-4.6159,-5.3115,-13.361,-3.3612,-5.3891,-7.5137,Kaggle Complete EEG Dataset s02
-3.1746,13.544,6.0553,13.458,-3.8152,-5.6977,-11.596,-2.4484,-3.8468,-6.2682,Kaggle Complete EEG Dataset s02
2.4318,17.819,7.4697,18.34,-2.4439,-6.1858,-9.2696,-0.65401,-1.7459,-4.4284,Kaggle Complete EEG Dataset s02
6.3844,20.643,8.9946,21.779,-0.6827,-6.6141,-6.659,1.6581,0.53335,-2.3099,Kaggle Complete EEG Dataset s02
8.8263,21.995,10.6,23.277,1.2891,-6.6129,-3.9657,4.0909,2.6762,-0.1508,Kaggle Complete EEG Dataset s02
10.23,22.415,12.31,22.893,3.3428,-5.8089,-1.2838,6.3173,4.5259,1.9411,Kaggle Complete EEG Dataset s02
11.02,22.75,14.17,21.172,5.4289,-4.0581,1.3881,8.1565,6.116,3.995,Kaggle Complete EEG Dataset s02
11.366,23.717,16.213,18.968,7.6048,-1.5373,4.13,9.6161,7.6223,6.1237,Kaggle Complete EEG Dataset s02
11.151,25.612,18.422,17.135,9.9587,1.2832,7.0159,10.825,9.2578,8.4349,Kaggle Complete EEG Dataset s02
10.102,28.198,20.704,16.289,12.512,3.797,10.029,11.899,11.129,10.911,Kaggle Complete EEG Dataset s02
8.0288,30.877,22.937,16.695,15.12,5.4589,12.997,12.849,13.147,13.371,Kaggle Complete EEG Dataset s02
4.9832,32.998,24.992,18.264,17.487,5.9738,15.639,13.567,15.065,15.514,Kaggle Complete EEG Dataset s02
1.2817,34.114,26.715,20.622,19.22,5.3676,17.662,13.9,16.556,17.015,Kaggle Complete EEG Dataset s02
-2.5855,34.153,27.914,23.174,19.957,3.8473,18.865,13.758,17.343,17.645,Kaggle Complete EEG Dataset s02
-6.0666,33.319,28.392,25.262,19.528,1.7724,19.247,13.207,17.324,17.383,Kaggle Complete EEG Dataset s02
-8.6527,31.98,28.022,26.333,18.071,-0.38569,19.044,12.491,16.657,16.463,Kaggle Complete EEG Dataset s02
-10.003,30.465,26.798,26.092,15.959,-2.1669,18.617,11.934,15.664,15.264,Kaggle Complete EEG Dataset s02
-10.009,28.941,24.887,24.617,13.671,-3.0926,18.32,11.817,14.718,14.181,Kaggle Complete EEG Dataset s02
-8.8036,27.48,22.647,22.346,11.628,-2.8714,18.355,12.257,14.078,13.474,Kaggle Complete EEG Dataset s02
-6.7305,26.189,20.497,19.892,10.013,-1.6063,18.674,13.137,13.762,13.16,Kaggle Complete EEG Dataset s02
-4.1738,25.219,18.809,17.803,8.8071,0.25798,19.035,14.157,13.591,13.029,Kaggle Complete EEG Dataset s02
-1.4447,24.786,17.814,16.371,7.8518,1.9994,19.114,14.925,13.292,12.761,Kaggle Complete EEG Dataset s02
1.2843,25.085,17.577,15.596,6.9991,2.8292,18.649,15.081,12.634,12.05,Kaggle Complete EEG Dataset s02
3.9172,26.211,18.034,15.284,6.1958,2.2253,17.53,14.406,11.553,10.75,Kaggle Complete EEG Dataset s02
6.3297,27.992,19.036,15.256,5.516,0.20883,15.822,12.903,10.176,8.9404,Kaggle Complete EEG Dataset s02
8.2265,29.834,20.376,15.48,5.0975,-2.6444,13.723,10.77,8.7577,6.8726,Kaggle Complete EEG Dataset s02
9.1309,30.886,21.806,16.054,5.0312,-5.4953,11.448,8.3297,7.5493,4.8376,Kaggle Complete EEG Dataset s02
8.5084,30.315,23.045,17.016,5.2782,-7.6077,9.1371,5.8794,6.6604,3.0283,Kaggle Complete EEG Dataset s02
6.0839,27.667,23.805,18.146,5.646,-8.6797,6.8161,3.6101,6.0167,1.4495,Kaggle Complete EEG Dataset s02
2.1085,23.26,23.883,18.954,5.9281,-8.9067,4.4709,1.625,5.4448,0.0075809,Kaggle Complete EEG Dataset s02
-2.5815,18.198,23.231,18.836,5.9853,-8.8073,2.1357,-0.011758,4.7843,-1.3685,Kaggle Complete EEG Dataset s02
-6.816,13.963,21.952,17.409,5.8215,-8.8915,-0.032697,-1.1834,4.0126,-2.6114,Kaggle Complete EEG Dataset s02
-9.4996,11.75,20.277,14.829,5.5875,-9.3058,-1.7189,-1.6427,3.2888,-3.4591,Kaggle Complete EEG Dataset s02
-10.021,11.932,18.507,11.814,5.5394,-9.7927,-2.5292,-1.0374,2.9143,-3.525,Kaggle Complete EEG Dataset s02
-8.4336,13.904,16.912,9.3575,5.9372,-9.8207,-2.1169,0.96913,3.2062,-2.4455,Kaggle Complete EEG Dataset s02
-5.3786,16.409,15.683,8.293,6.9692,-8.8482,-0.31943,4.5502,4.3835,-0.031698,Kaggle Complete EEG Dataset s02
-1.8067,18.117,14.941,8.8981,8.7135,-6.5708,2.7462,9.5811,6.4845,3.6238,Kaggle Complete EEG Dataset s02
1.3084,18.227,14.749,10.781,11.105,-3.1055,6.712,15.599,9.3201,8.1498,Kaggle Complete EEG Dataset s02
3.1945,16.736,15.119,13.066,13.901,1.0433,11.037,21.891,12.549,12.998,Kaggle Complete EEG Dataset s02
3.4256,14.264,16.023,14.854,16.771,5.2049,15.151,27.665,15.772,17.597,Kaggle Complete EEG Dataset s02
1.9576,11.648,17.398,15.643,19.373,8.7989,18.614,32.241,18.671,21.524,Kaggle Complete EEG Dataset s02
-0.89035,9.5579,19.11,15.447,21.487,11.506,21.203,35.222,21.097,24.587,Kaggle Complete EEG Dataset s02
-4.4877,8.2303,20.944,14.637,23.062,13.335,22.91,36.54,23.086,26.83,Kaggle Complete EEG Dataset s02
-7.9915,7.5693,22.659,13.64,24.236,14.522,23.885,36.408,24.796,28.432,Kaggle Complete EEG Dataset s02
-10.576,7.4591,24.034,12.688,25.191,15.266,24.294,35.191,26.355,29.573,Kaggle Complete EEG Dataset s02
-11.653,7.9402,24.935,11.797,26.052,15.644,24.263,33.29,27.772,30.336,Kaggle Complete EEG Dataset s02
-11.048,9.2458,25.397,10.97,26.825,15.574,23.872,31.077,28.92,30.709,Kaggle Complete EEG Dataset s02
-9.0668,11.633,25.616,10.368,27.393,14.865,23.183,28.841,29.594,30.621,Kaggle Complete EEG Dataset s02
-6.3591,15.162,25.883,10.365,27.611,13.449,22.301,26.805,29.615,30.049,Kaggle Complete EEG Dataset s02
-3.6408,19.597,26.449,11.346,27.392,11.507,21.377,25.12,28.925,29.063,Kaggle Complete EEG Dataset s02
-1.4287,24.393,27.391,13.439,26.731,9.4637,20.541,23.818,27.601,27.798,Kaggle Complete EEG Dataset s02
0.11818,28.918,28.584,16.347,25.708,7.8439,19.853,22.829,25.831,26.397,Kaggle Complete EEG Dataset s02
1.1708,32.691,29.776,19.407,24.414,7.0353,19.28,22.002,23.844,24.921,Kaggle Complete EEG Dataset s02
2.0444,35.486,30.743,21.895,22.911,7.1102,18.712,21.159,21.841,23.336,Kaggle Complete EEG Dataset s02
2.9888,37.342,31.411,23.337,21.244,7.8123,18.047,20.198,19.982,21.582,Kaggle Complete EEG Dataset s02
4.0294,38.411,31.874,23.703,19.481,8.6749,17.258,19.135,18.381,19.648,Kaggle Complete EEG Dataset s02
4.9658,38.712,32.262,23.349,17.729,9.239,16.394,18.078,17.084,17.619,Kaggle Complete EEG Dataset s02
5.4708,37.998,32.569,22.73,16.12,9.2179,15.528,17.132,16.054,15.625,Kaggle Complete EEG Dataset s02
5.2904,35.846,32.527,22.132,14.726,8.4982,14.674,16.309,15.148,13.772,Kaggle Complete EEG Dataset s02
4.4061,31.879,31.639,21.491,13.514,7.1137,13.746,15.517,14.125,12.074,Kaggle Complete EEG Dataset s02
3.0155,26.033,29.417,20.459,12.361,5.2178,12.612,14.618,12.762,10.462,Kaggle Complete EEG Dataset s02
1.3819,18.752,25.701,18.665,11.147,3.0527,11.17,13.534,10.963,8.8543,Kaggle Complete EEG Dataset s02
-0.40144,10.898,20.848,15.951,9.8677,0.9356,9.4396,12.308,8.8355,7.2362,Kaggle Complete EEG Dataset s02
-2.4987,3.4965,15.662,12.435,8.6446,-0.80934,7.5736,11.095,6.6687,5.6967,Kaggle Complete EEG Dataset s02
-5.2264,-2.6072,11.107,8.4299,7.662,-1.8556,5.7691,10.074,4.7843,4.3878,Kaggle Complete EEG Dataset s02
-8.7756,-6.9977,7.9193,4.3,7.0745,-2.0276,4.1585,9.3145,3.4,3.4173,Kaggle Complete EEG Dataset s02
-13.017,-9.7227,6.3185,0.2758,6.8756,-1.4015,2.7548,8.7773,2.5123,2.7951,Kaggle Complete EEG Dataset s02
-17.38,-11.166,5.9828,-3.5542,6.9237,-0.26397,1.4994,8.392,1.9404,2.453,Kaggle Complete EEG Dataset s02
-21.009,-11.794,6.2706,-7.1311,7.0355,1.0199,0.37102,8.1935,1.4618,2.3428,Kaggle Complete EEG Dataset s02
-23.066,-11.867,6.5974,-10.25,7.1161,2.251,-0.50631,8.4251,0.96647,2.5303,Kaggle Complete EEG Dataset s02
-23.111,-11.482,6.7,-12.478,7.2318,3.5372,-0.87293,9.439,0.53455,3.2221,Kaggle Complete EEG Dataset s02
-21.335,-10.736,6.6699,-13.296,7.5515,5.2295,-0.47065,11.514,0.35987,4.6121,Kaggle Complete EEG Dataset s02
-18.503,-9.8145,6.8027,-12.362,8.2365,7.6696,0.8161,14.639,0.63146,6.7649,Kaggle Complete EEG Dataset s02
-15.587,-8.9955,7.328,-9.7682,9.3075,10.91,2.8461,18.46,1.3876,9.4954,Kaggle Complete EEG Dataset s02
-13.356,-8.5438,8.1803,-6.1358,10.561,14.526,5.2042,22.315,2.4453,12.375,Kaggle Complete EEG Dataset s02
-12.022,-8.5677,8.9555,-2.4532,11.615,17.689,7.314,25.429,3.4371,14.84,Kaggle Complete EEG Dataset s02
-11.187,-8.9239,9.1229,0.31395,12.058,19.501,8.6507,27.179,3.9731,16.397,Kaggle Complete EEG Dataset s02
-10.093,-9.192,8.3431,1.6334,11.669,19.398,8.9403,27.29,3.8188,16.817,Kaggle Complete EEG Dataset s02
-8.0422,-8.8266,6.6755,1.5848,10.532,17.425,8.2684,25.9,3.0064,16.208,Kaggle Complete EEG Dataset s02
-4.7575,-7.3686,4.5817,0.72833,9.0255,14.24,7.0258,23.487,1.8255,14.974,Kaggle Complete EEG Dataset s02
-0.57109,-4.594,2.7746,-0.18366,7.6919,10.854,5.7676,20.696,0.7212,13.645,Kaggle Complete EEG Dataset s02
3.7315,-0.5745,1.957,-0.5599,7.0446,8.2454,4.9873,18.146,0.11938,12.69,Kaggle Complete EEG Dataset s02
7.2113,4.2897,2.5638,-0.13858,7.3656,7.0587,4.9488,16.243,0.26176,12.349,Kaggle Complete EEG Dataset s02
9.1496,9.3321,4.6118,1.0231,8.6134,7.3922,5.6178,15.139,1.1244,12.598,Kaggle Complete EEG Dataset s02
9.2618,13.767,7.7073,2.7083,10.446,8.8118,6.742,14.789,2.4381,13.228,Kaggle Complete EEG Dataset s02
7.6909,16.857,11.208,4.7005,12.392,10.637,8.0045,15.048,3.8092,13.98,Kaggle Complete EEG Dataset s02
4.8349,18.13,14.44,6.8487,14.027,12.19,9.1828,15.78,4.8836,14.671,Kaggle Complete EEG Dataset s02
1.1387,17.474,16.898,8.99,15.115,13.044,10.217,16.881,5.4747,15.25,Kaggle Complete EEG Dataset s02
-3.0236,15.182,18.33,10.871,15.656,13.137,11.18,18.294,5.6063,15.778,Kaggle Complete EEG Dataset s02
-7.2434,11.916,18.756,12.116,15.807,12.724,12.167,19.937,5.4819,16.349,Kaggle Complete EEG Dataset s02
-10.905,8.4525,18.377,12.326,15.768,12.272,13.17,21.646,5.3538,16.99,Kaggle Complete EEG Dataset s02
-13.213,5.4392,17.457,11.213,15.652,12.189,14.026,23.156,5.3921,17.594,Kaggle Complete EEG Dataset s02
-13.422,3.2082,16.197,8.7281,15.427,12.604,14.451,24.131,5.5812,17.934,Kaggle Complete EEG Dataset s02
-11.187,1.7153,14.623,5.0958,14.951,13.293,14.147,24.25,5.7056,17.724,Kaggle Complete EEG Dataset s02
-6.8347,0.67966,12.637,0.75607,14.066,13.794,12.916,23.286,5.4448,16.729,Kaggle Complete EEG Dataset s02
-1.3779,-0.17236,10.137,-3.7466,12.684,13.623,10.741,21.182,4.5032,14.844,Kaggle Complete EEG Dataset s02
3.7783,-0.90869,7.1998,-7.8818,10.841,12.544,7.7734,18.045,2.7396,12.107,Kaggle Complete EEG Dataset s02
7.3142,-1.3604,4.2058,-11.202,8.7161,10.739,4.3083,14.162,0.25339,8.7174,Kaggle Complete EEG Dataset s02
8.4603,-1.2172,1.7774,-13.404,6.5962,8.7498,0.72195,9.9801,-2.6253,5.0188,Kaggle Complete EEG Dataset s02
7.1926,-0.29538,0.50017,-14.371,4.7556,7.2178,-2.5891,6.0643,-5.4585,1.4343,Kaggle Complete EEG Dataset s02
4.1122,1.2599,0.59945,-14.207,3.3701,6.5332,-5.2824,2.9718,-7.8777,-1.6371,Kaggle Complete EEG Dataset s02
0.15024,2.9768,1.764,-13.203,2.4589,6.6362,-7.1169,1.1365,-9.7202,-3.8963,Kaggle Complete EEG Dataset s02
-3.8438,4.2053,3.2498,-11.743,1.9091,7.0809,-7.9914,0.73169,-11.063,-5.2343,Kaggle Complete EEG Dataset s02
-7.3169,4.4017,4.1757,-10.191,1.501,7.2494,-8.0028,1.59,-12.173,-5.7664,Kaggle Complete EEG Dataset s02
