Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,event_text
-3.4737,8.3749,7.6284,12.424,1.8553,6.4521,6.183,-1.6818,3.9504,2.5104,Kaggle Complete EEG Dataset s04
-3.6861,8.5984,7.3934,12.26,2.8391,7.3364,7.5029,0.022369,4.8487,4.5567,Kaggle Complete EEG Dataset s04
-3.5933,9.0693,7.3219,12.385,3.6855,8.2083,8.497,1.7993,6.0277,6.2991,Kaggle Complete EEG Dataset s04
-3.4307,9.533,7.3632,12.636,4.458,8.9262,9.0905,3.418,7.3979,7.5848,Kaggle Complete EEG Dataset s04
-3.4667,9.7494,7.368,12.847,5.0617,9.324,9.2594,4.662,8.7536,8.2944,Kaggle Complete EEG Dataset s04
-3.8835,9.5901,7.1758,12.907,5.3239,9.2588,9.0061,5.3677,9.8597,8.3524,Kaggle Complete EEG Dataset s04
-4.6962,9.0574,6.6979,12.784,5.0564,8.6375,8.3522,5.4277,10.527,7.7411,Kaggle Complete EEG Dataset s04
-5.7224,8.2845,5.9706,12.525,4.1853,7.4465,7.3026,4.7911,10.652,6.4853,Kaggle Complete EEG Dataset s04
-6.6581,7.4735,5.1481,12.229,2.7792,5.7611,5.8669,3.4634,10.241,4.6392,Kaggle Complete EEG Dataset s04
-7.2212,6.841,4.4414,12.015,1.037,3.7095,4.0404,1.5028,9.3878,2.254,Kaggle Complete EEG Dataset s04
-7.2816,6.5675,4.046,12.005,-0.7685,1.4365,1.8568,-0.95794,8.2635,-0.595,Kaggle Complete EEG Dataset s04
-6.8718,6.7791,4.0826,12.305,-2.3558,-0.9106,-0.5657,-3.6952,7.1082,-3.7689,Kaggle Complete EEG Dataset s04
-6.1171,7.5496,4.5843,12.991,-3.4909,-3.1836,-3.0171,-6.4033,6.1844,-7.0377,Kaggle Complete EEG Dataset s04
-5.1199,8.9218,5.5244,14.121,-4.0347,-5.2172,-5.2153,-8.7513,5.7398,-10.096,Kaggle Complete EEG Dataset s04
-3.8731,10.903,6.8455,15.705,-3.9643,-6.8228,-6.8705,-10.463,5.9329,-12.613,Kaggle Complete EEG Dataset s04
-2.2733,13.424,8.4922,17.696,-3.3536,-7.7902,-7.7512,-11.361,6.8057,-14.311,Kaggle Complete EEG Dataset s04
-0.21728,16.311,10.406,19.961,-2.3611,-7.943,-7.7222,-11.419,8.2525,-15.03,Kaggle Complete EEG Dataset s04
2.2555,19.267,12.497,22.282,-1.1908,-7.2037,-6.7715,-10.716,10.055,-14.757,Kaggle Complete EEG Dataset s04
4.9071,21.914,14.628,24.374,-0.04523,-5.6431,-4.9981,-9.3969,11.941,-13.617,Kaggle Complete EEG Dataset s04
7.3613,23.878,16.591,25.952,0.89273,-3.5038,-2.5973,-7.6273,13.623,-11.838,Kaggle Complete EEG Dataset s04
9.2327,24.891,18.121,26.792,1.4611,-1.1589,0.17022,-5.5575,14.842,-9.711,Kaggle Complete EEG Dataset s04
10.292,24.882,18.95,26.815,1.528,0.98373,3.0294,-3.3114,15.396,-7.5295,Kaggle Complete EEG Dataset s04
10.546,24.004,18.874,26.112,1.0036,2.5938,5.7101,-1.0107,15.151,-5.5587,Kaggle Complete EEG Dataset s04
10.202,22.587,17.834,24.925,-0.13498,3.4825,7.9999,1.2209,14.065,-4.0183,Kaggle Complete EEG Dataset s04
9.545,21.031,15.952,23.573,-1.8244,3.6106,9.7589,3.2488,12.192,-3.0523,Kaggle Complete EEG Dataset s04
8.8183,19.664,13.535,22.346,-3.871,3.0949,10.941,4.973,9.734,-2.7028,Kaggle Complete EEG Dataset s04
8.1635,18.665,10.996,21.422,-5.981,2.1826,11.595,6.3334,7.028,-2.8924,Kaggle Complete EEG Dataset s04
7.6156,18.023,8.7272,20.817,-7.8235,1.1815,11.812,7.3192,4.4788,-3.458,Kaggle Complete EEG Dataset s04
7.1674,17.607,6.9916,20.404,-9.1222,0.39161,11.677,7.9266,2.4507,-4.2151,Kaggle Complete EEG Dataset s04
6.8145,17.243,5.8706,19.989,-9.7451,0.029822,11.233,8.1358,1.1679,-5.0125,Kaggle Complete EEG Dataset s04
6.587,16.808,5.283,19.41,-9.7416,0.15341,10.478,7.8866,0.64858,-5.8029,Kaggle Complete EEG Dataset s04
6.5487,16.287,5.0702,18.625,-9.2894,0.62981,9.3801,7.0827,0.73422,-6.6355,Kaggle Complete EEG Dataset s04
6.7599,15.778,5.1131,17.748,-8.6118,1.1747,7.9227,5.6478,1.1697,-7.6138,Kaggle Complete EEG Dataset s04
7.2545,15.467,5.4005,17.026,-7.8745,1.4691,6.1637,3.5944,1.7437,-8.8012,Kaggle Complete EEG Dataset s04
7.9998,15.569,6.0214,16.747,-7.1283,1.2725,4.2286,1.0572,2.3523,-10.196,Kaggle Complete EEG Dataset s04
8.9042,16.228,7.0726,17.135,-6.3347,0.50846,2.2646,-1.7309,3.0156,-11.713,Kaggle Complete EEG Dataset s04
9.8596,17.481,8.5938,18.268,-5.402,-0.69488,0.45252,-4.4863,3.8356,-13.205,Kaggle Complete EEG Dataset s04
10.781,19.238,10.51,20.069,-4.2546,-2.0757,-1.0869,-6.9634,4.918,-14.503,Kaggle Complete EEG Dataset s04
11.627,21.3,12.648,22.323,-2.8961,-3.3645,-2.2981,-9.0223,6.3028,-15.481,Kaggle Complete EEG Dataset s04
12.389,23.431,14.804,24.756,-1.4161,-4.4015,-3.1933,-10.641,7.9264,-16.08,Kaggle Complete EEG Dataset s04
13.099,25.407,16.818,27.101,0.055078,-5.1655,-3.8134,-11.87,9.6647,-16.282,Kaggle Complete EEG Dataset s04
13.798,27.084,18.615,29.16,1.3925,-5.7138,-4.185,-12.763,11.405,-16.08,Kaggle Complete EEG Dataset s04
14.502,28.413,20.19,30.814,2.5135,-6.1116,-4.3225,-13.338,13.072,-15.469,Kaggle Complete EEG Dataset s04
15.192,29.438,21.577,32.032,3.3951,-6.3374,-4.2139,-13.569,14.65,-14.439,Kaggle Complete EEG Dataset s04
15.814,30.252,22.79,32.839,4.0656,-6.2902,-3.8544,-13.436,16.154,-13.015,Kaggle Complete EEG Dataset s04
16.29,30.917,23.812,33.279,4.5777,-5.8509,-3.2584,-12.967,17.569,-11.271,Kaggle Complete EEG Dataset s04
16.54,31.412,24.578,33.374,4.9807,-4.97,-2.455,-12.245,18.832,-9.3439,Kaggle Complete EEG Dataset s04
16.504,31.619,25.003,33.123,5.3133,-3.7263,-1.5019,-11.41,19.807,-7.4329,Kaggle Complete EEG Dataset s04
16.16,31.4,25.002,32.521,5.6072,-2.3229,-0.48607,-10.61,20.328,-5.7502,Kaggle Complete EEG Dataset s04
15.515,30.661,24.516,31.574,5.9081,-1.0286,0.47665,-9.9462,20.273,-4.4785,Kaggle Complete EEG Dataset s04
14.575,29.426,23.533,30.327,6.2865,-0.070176,1.2584,-9.4479,19.625,-3.6969,Kaggle Complete EEG Dataset s04
13.346,27.823,22.094,28.853,6.839,0.477,1.7675,-9.0623,18.511,-3.3368,Kaggle Complete EEG Dataset s04
11.811,26.049,20.273,27.245,7.6591,0.71183,1.9364,-8.7058,17.172,-3.2104,Kaggle Complete EEG Dataset s04
9.9432,24.299,18.161,25.603,8.7924,0.85901,1.7482,-8.3093,15.882,-3.0646,Kaggle Complete EEG Dataset s04
7.7375,22.71,15.836,24.012,10.211,1.1792,1.2222,-7.8364,14.842,-2.6729,Kaggle Complete EEG Dataset s04
5.238,21.341,13.354,22.533,11.823,1.8522,0.41633,-7.2744,14.131,-1.8895,Kaggle Complete EEG Dataset s04
2.5817,20.194,10.774,21.22,13.531,2.9106,-0.55605,-6.5851,13.715,-0.66702,Kaggle Complete EEG Dataset s04
0.010268,19.274,8.1937,20.119,15.295,4.2432,-1.5188,-5.6721,13.526,0.97702,Kaggle Complete EEG Dataset s04
-2.1688,18.603,5.7896,19.274,17.155,5.6668,-2.2402,-4.3954,13.555,2.9969,Kaggle Complete EEG Dataset s04
-3.6629,18.235,3.7951,18.701,19.182,6.9723,-2.4936,-2.6639,13.854,5.2961,Kaggle Complete EEG Dataset s04
-4.291,18.18,2.4311,18.358,21.361,7.9622,-2.1509,-0.52689,14.49,7.7007,Kaggle Complete EEG Dataset s04
-4.0368,18.368,1.8245,18.13,23.502,8.497,-1.2292,1.7866,15.454,9.9472,Kaggle Complete EEG Dataset s04
-3.0662,18.637,1.9484,17.855,25.222,8.5004,0.080945,3.9199,16.602,11.705,Kaggle Complete EEG Dataset s04
-1.6499,18.767,2.6106,17.365,26.012,7.9555,1.4683,5.4986,17.64,12.642,Kaggle Complete EEG Dataset s04
-0.10699,18.577,3.522,16.544,25.406,6.8847,2.5927,6.2661,18.209,12.515,Kaggle Complete EEG Dataset s04
1.2943,17.997,4.3906,15.405,23.157,5.3544,3.179,6.1534,18.001,11.259,Kaggle Complete EEG Dataset s04
2.3855,17.107,5.0036,14.078,19.332,3.4691,3.1091,5.2731,16.888,9.0005,Kaggle Complete EEG Dataset s04
3.0902,16.109,5.264,12.783,14.309,1.3556,2.4286,3.8508,14.958,6.0058,Kaggle Complete EEG Dataset s04
3.4118,15.226,5.1846,11.74,8.6762,-0.82634,1.3308,2.1521,12.496,2.6562,Kaggle Complete EEG Dataset s04
3.4002,14.632,4.8511,11.103,3.0819,-2.8993,0.09301,0.42613,9.8925,-0.65648,Kaggle Complete EEG Dataset s04
3.1158,14.354,4.37,10.881,-1.9229,-4.6858,-1.0048,-1.1143,7.5182,-3.5722,Kaggle Complete EEG Dataset s04
2.6015,14.249,3.8428,10.926,-5.9651,-6.0374,-1.7215,-2.2856,5.6468,-5.8064,Kaggle Complete EEG Dataset s04
1.862,14.073,3.3442,11.002,-8.8811,-6.8756,-1.9241,-2.964,4.4077,-7.2028,Kaggle Complete EEG Dataset s04
0.87981,13.569,2.9154,10.86,-10.69,-7.2172,-1.5984,-3.1168,3.7937,-7.7596,Kaggle Complete EEG Dataset s04
-0.36936,12.551,2.528,10.312,-11.575,-7.2071,-0.8673,-2.8312,3.677,-7.6454,Kaggle Complete EEG Dataset s04
-1.9041,10.962,2.0675,9.272,-11.813,-7.0767,0.039927,-2.3093,3.8392,-7.1571,Kaggle Complete EEG Dataset s04
-3.7024,8.8814,1.345,7.7602,-11.762,-7.0689,0.85306,-1.8055,4.0087,-6.6302,Kaggle Complete EEG Dataset s04
-5.6922,6.4652,0.13657,5.8569,-11.794,-7.3385,1.3163,-1.5545,3.8848,-6.3492,Kaggle Complete EEG Dataset s04
-7.7506,3.9134,-1.7292,3.677,-12.235,-7.8722,1.2488,-1.7018,3.2015,-6.4616,Kaggle Complete EEG Dataset s04
-9.7195,1.4069,-4.3017,1.3392,-13.284,-8.4789,0.56593,-2.2693,1.771,-6.9744,Kaggle Complete EEG Dataset s04
-11.445,-0.91897,-7.46,-1.0414,-14.956,-8.8733,-0.72977,-3.2005,-0.44473,-7.8088,Kaggle Complete EEG Dataset s04
-12.801,-2.9547,-10.933,-3.3149,-17.068,-8.7935,-2.5563,-4.4045,-3.3183,-8.8486,Kaggle Complete EEG Dataset s04
-13.697,-4.6336,-14.377,-5.3234,-19.283,-8.1441,-4.7737,-5.7903,-6.5636,-10.008,Kaggle Complete EEG Dataset s04
-14.072,-5.9488,-17.481,-6.9462,-21.208,-7.0183,-7.2179,-7.2781,-9.8071,-11.23,Kaggle Complete EEG Dataset s04
-13.884,-6.9619,-20.051,-8.1482,-22.526,-5.6858,-9.7152,-8.804,-12.697,-12.502,Kaggle Complete EEG Dataset s04
-13.105,-7.8013,-22.024,-9.0112,-23.088,-4.4914,-12.128,-10.31,-14.984,-13.811,Kaggle Complete EEG Dataset s04
-11.726,-8.6289,-23.446,-9.697,-22.933,-3.733,-14.355,-11.758,-16.575,-15.144,Kaggle Complete EEG Dataset s04
-9.795,-9.5588,-24.376,-10.377,-22.252,-3.5914,-16.346,-13.124,-17.486,-16.48,Kaggle Complete EEG Dataset s04
-7.4348,-10.615,-24.833,-11.142,-21.286,-4.0925,-18.078,-14.393,-17.803,-17.785,Kaggle Complete EEG Dataset s04
-4.8366,-11.697,-24.784,-11.949,-20.233,-5.1464,-19.543,-15.548,-17.608,-19.018,Kaggle Complete EEG Dataset s04
-2.2269,-12.608,-24.182,-12.629,-19.193,-6.579,-20.711,-16.537,-16.956,-20.118,Kaggle Complete EEG Dataset s04
0.20182,-13.119,-23.033,-12.956,-18.155,-8.1936,-21.521,-17.272,-15.882,-21.001,Kaggle Complete EEG Dataset s04
2.3426,-13.038,-21.405,-12.724,-17.027,-9.7958,-21.893,-17.627,-14.432,-21.56,Kaggle Complete EEG Dataset s04
4.2012,-12.246,-19.412,-11.799,-15.667,-11.208,-21.719,-17.476,-12.67,-21.671,Kaggle Complete EEG Dataset s04
5.8904,-10.693,-17.14,-10.143,-13.879,-12.274,-20.892,-16.717,-10.649,-21.214,Kaggle Complete EEG Dataset s04
7.5714,-8.4054,-14.555,-7.8014,-11.456,-12.88,-19.321,-15.317,-8.3767,-20.095,Kaggle Complete EEG Dataset s04
9.3953,-5.4589,-11.525,-4.8851,-8.2089,-12.964,-16.963,-13.331,-5.8001,-18.288,Kaggle Complete EEG Dataset s04
11.435,-1.9796,-7.8888,-1.5401,-4.0698,-12.534,-13.88,-10.923,-2.8482,-15.866,Kaggle Complete EEG Dataset s04
13.664,1.8682,-3.5744,2.0542,0.8417,-11.643,-10.256,-8.3439,0.49187,-13.018,Kaggle Complete EEG Dataset s04
15.95,5.8683,1.2751,5.6855,6.1686,-10.378,-6.4024,-5.8867,4.1034,-10.025,Kaggle Complete EEG Dataset s04
18.077,9.7637,6.2787,9.12,11.376,-8.8362,-2.6866,-3.8134,7.7241,-7.2098,Kaggle Complete EEG Dataset s04
19.797,13.293,10.922,12.136,15.881,-7.1071,0.54904,-2.3038,10.993,-4.8404,Kaggle Complete EEG Dataset s04
20.908,16.244,14.72,14.565,19.221,-5.2869,3.0632,-1.4199,13.557,-3.0962,Kaggle Complete EEG Dataset s04
21.312,18.501,17.367,16.32,21.181,-3.4735,4.7353,-1.1162,15.162,-2.0248,Kaggle Complete EEG Dataset s04
21.036,20.03,18.83,17.382,21.801,-1.7533,5.5557,-1.2762,15.716,-1.5663,Kaggle Complete EEG Dataset s04
20.221,20.86,19.287,17.772,21.348,-0.16456,5.5871,-1.7545,15.306,-1.5716,Kaggle Complete EEG Dataset s04
19.069,21.055,19.026,17.546,20.215,1.3377,4.9332,-2.4038,14.158,-1.8421,Kaggle Complete EEG Dataset s04
17.774,20.689,18.299,16.788,18.813,2.8859,3.734,-3.0822,12.575,-2.1582,Kaggle Complete EEG Dataset s04
16.455,19.821,17.232,15.596,17.5,4.6398,2.1584,-3.6806,10.855,-2.3339,Kaggle Complete EEG Dataset s04
15.158,18.508,15.825,14.086,16.539,6.687,0.3922,-4.1189,9.2347,-2.2408,Kaggle Complete EEG Dataset s04
13.878,16.829,14.034,12.399,16.083,8.9723,-1.3643,-4.359,7.8681,-1.8245,Kaggle Complete EEG Dataset s04
12.618,14.877,11.838,10.659,16.166,11.291,-2.9641,-4.419,6.824,-1.1219,Kaggle Complete EEG Dataset s04
11.415,12.744,9.2782,8.9389,16.69,13.358,-4.3708,-4.3954,6.0805,-0.25074,Kaggle Complete EEG Dataset s04
10.331,10.506,6.447,7.2187,17.442,14.932,-5.6737,-4.4427,5.5484,0.62573,Kaggle Complete EEG Dataset s04
9.3976,8.2084,3.4347,5.4147,18.132,15.937,-7.0731,-4.7409,5.0856,1.3266,Kaggle Complete EEG Dataset s04
8.571,5.8659,0.31442,3.414,18.466,16.486,-8.7645,-5.412,4.5389,1.7007,Kaggle Complete EEG Dataset s04
7.7305,3.502,-2.8551,1.1502,18.239,16.804,-10.844,-6.476,3.7937,1.6708,Kaggle Complete EEG Dataset s04
6.7158,1.1809,-5.9912,-1.3181,17.347,17.083,-13.26,-7.851,2.7805,1.2229,Kaggle Complete EEG Dataset s04
5.4075,-0.95939,-8.9686,-3.8058,15.816,17.355,-15.832,-9.3824,1.4813,0.39037,Kaggle Complete EEG Dataset s04
3.7914,-2.7383,-11.611,-6.0403,13.755,17.451,-18.315,-10.896,-0.083937,-0.76889,Kaggle Complete EEG Dataset s04
1.9722,-3.9701,-13.737,-7.7294,11.323,17.102,-20.498,-12.251,-1.8569,-2.1688,Kaggle Complete EEG Dataset s04
0.12288,-4.5552,-15.228,-8.6703,8.6938,16.105,-22.238,-13.355,-3.7465,-3.711,Kaggle Complete EEG Dataset s04
-1.5976,-4.5052,-16.082,-8.7989,6.0454,14.446,-23.493,-14.171,-5.6489,-5.2812,Kaggle Complete EEG Dataset s04
-3.1057,-3.9368,-16.421,-8.2027,3.5377,12.346,-24.279,-14.699,-7.4456,-6.7707,Kaggle Complete EEG Dataset s04
-4.4152,-3.0498,-16.44,-7.0826,1.2834,10.146,-24.67,-14.966,-9.0564,-8.1091,Kaggle Complete EEG Dataset s04
-5.6203,-2.0724,-16.379,-5.7169,-0.69987,8.1521,-24.762,-15.061,-10.481,-9.3053,Kaggle Complete EEG Dataset s04
-6.8242,-1.2067,-16.446,-4.3805,-2.4966,6.4858,-24.685,-15.13,-11.815,-10.456,Kaggle Complete EEG Dataset s04
-8.1058,-0.5884,-16.795,-3.3013,-4.2793,5.0432,-24.598,-15.393,-13.233,-11.734,Kaggle Complete EEG Dataset s04
-9.4769,-0.27449,-17.493,-2.6214,-6.2326,3.5691,-24.685,-16.079,-14.913,-13.329,Kaggle Complete EEG Dataset s04
-10.858,-0.21028,-18.482,-2.3623,-8.4288,1.832,-25.073,-17.338,-16.921,-15.346,Kaggle Complete EEG Dataset s04
-12.091,-0.25784,-19.565,-2.4285,-10.768,-0.21624,-25.763,-19.129,-19.118,-17.72,Kaggle Complete EEG Dataset s04
-12.96,-0.2293,-20.43,-2.6175,-12.925,-2.3926,-26.562,-21.186,-21.156,-20.183,Kaggle Complete EEG Dataset s04
-13.248,0.067969,-20.719,-2.6817,-14.465,-4.3386,-27.117,-23.056,-22.571,-22.324,Kaggle Complete EEG Dataset s04
-12.782,0.74812,-20.16,-2.409,-14.963,-5.6723,-27.02,-24.258,-22.958,-23.733,Kaggle Complete EEG Dataset s04
-11.491,1.8064,-18.668,-1.7057,-14.185,-6.1723,-25.968,-24.471,-22.149,-24.154,Kaggle Complete EEG Dataset s04
-9.4328,3.1001,-16.406,-0.63621,-12.172,-5.8655,-23.898,-23.647,-20.294,-23.587,Kaggle Complete EEG Dataset s04
-6.8009,4.3915,-13.761,0.6067,-9.2454,-5.0049,-21.017,-22.05,-17.81,-22.308,Kaggle Complete EEG Dataset s04
-3.8789,5.426,-11.204,1.7464,-5.9176,-3.9341,-17.769,-20.146,-15.252,-20.761,Kaggle Complete EEG Dataset s04
-0.98465,6.03,-9.1432,2.5392,-2.7271,-2.9263,-14.649,-18.403,-13.105,-19.382,Kaggle Complete EEG Dataset s04
1.6042,6.1727,-7.7856,2.8587,-0.096263,-2.0679,-12.039,-17.108,-11.646,-18.434,Kaggle Complete EEG Dataset s04
3.6858,5.9634,-7.1234,2.7263,1.7638,-1.2578,-10.055,-16.259,-10.889,-17.919,Kaggle Complete EEG Dataset s04
5.1613,5.5948,-6.9995,2.2724,2.8637,-0.29826,-8.5498,-15.59,-10.643,-17.597,Kaggle Complete EEG Dataset s04
5.996,5.269,-7.2314,1.684,3.3582,0.95676,-7.2155,-14.744,-10.634,-17.143,Kaggle Complete EEG Dataset s04
6.1992,5.1334,-7.7078,1.1346,3.4673,2.5005,-5.7654,-13.444,-10.638,-16.277,Kaggle Complete EEG Dataset s04
5.8161,5.2547,-8.4001,0.73333,3.3969,4.1668,-4.0788,-11.612,-10.54,-14.873,Kaggle Complete EEG Dataset s04
4.9408,5.6352,-9.3068,0.54436,3.2948,5.7038,-2.2499,-9.3842,-10.323,-12.976,Kaggle Complete EEG Dataset s04
3.7229,6.2607,-10.377,0.60475,3.2702,6.8869,-0.51503,-7.0162,-10.002,-10.732,Kaggle Complete EEG Dataset s04
2.3693,7.1168,-11.458,0.95736,3.4022,7.6296,0.88442,-4.7446,-9.5611,-8.283,Kaggle Complete EEG Dataset s04
1.1132,8.1656,-12.324,1.6061,3.7612,8.0094,1.8206,-2.6985,-8.9288,-5.7133,Kaggle Complete EEG Dataset s04
0.16003,9.3237,-12.751,2.4983,4.3771,8.206,2.3104,-0.90701,-8.0177,-3.0611,Kaggle Complete EEG Dataset s04
-0.37052,10.427,-12.611,3.4821,5.2236,8.4049,2.4528,0.62619,-6.8005,-0.38423,Kaggle Complete EEG Dataset s04
-0.47849,11.222,-11.928,4.3081,6.1774,8.6936,2.3201,1.8247,-5.381,2.1574,Kaggle Complete EEG Dataset s04
-0.28577,11.45,-10.871,4.7095,7.0396,9.006,1.8954,2.5104,-4.0016,4.2792,Kaggle Complete EEG Dataset s04
0.024199,10.95,-9.6657,4.5127,7.5922,9.1386,1.0895,2.4631,-2.9539,5.6527,Kaggle Complete EEG Dataset s04
0.2947,9.8018,-8.4985,3.7646,7.6855,8.8498,-0.16275,1.5701,-2.4382,6.0286,Kaggle Complete EEG Dataset s04
0.46419,8.3558,-7.4378,2.7594,7.3124,7.9835,-1.7721,-0.048562,-2.4546,5.4015,Kaggle Complete EEG Dataset s04
0.58029,7.1073,-6.4501,1.9431,6.6173,6.5274,-3.4587,-2.0237,-2.7698,4.028,Kaggle Complete EEG Dataset s04
0.74514,6.5508,-5.4577,1.7678,5.8395,4.6241,-4.834,-3.8516,-3.0213,2.3558,Kaggle Complete EEG Dataset s04
1.0539,6.9765,-4.4128,2.5061,5.2271,2.5365,-5.5506,-5.0701,-2.8682,0.86637,Kaggle Complete EEG Dataset s04
1.5299,8.3463,-3.3584,4.125,4.9262,0.53543,-5.471,-5.4411,-2.1649,-0.12954,Kaggle Complete EEG Dataset s04
2.1081,10.318,-2.4359,6.2913,4.9367,-1.178,-4.7423,-5.0356,-1.0333,-0.58095,Kaggle Complete EEG Dataset s04
2.6874,12.384,-1.8229,8.5025,5.1197,-2.5162,-3.7265,-4.1608,0.20215,-0.68458,Kaggle Complete EEG Dataset s04
3.1738,14.073,-1.6419,10.275,5.2834,-3.5027,-2.8338,-3.2041,1.1734,-0.74782,Kaggle Complete EEG Dataset s04
3.5453,15.122,-1.8849,11.316,5.2763,-4.2195,-2.3416,-2.4311,1.6398,-1.0148,Kaggle Complete EEG Dataset s04
3.8402,15.533,-2.3977,11.606,5.0388,-4.7577,-2.2957,-1.8982,1.5742,-1.5435,Kaggle Complete EEG Dataset s04
4.1339,15.514,-2.9329,11.36,4.6164,-5.179,-2.5249,-1.4617,1.1533,-2.1864,Kaggle Complete EEG Dataset s04
4.4973,15.312,-3.2679,10.881,4.1325,-5.5037,-2.7662,-0.88337,0.65222,-2.6782,Kaggle Complete EEG Dataset s04
4.935,15.072,-3.2997,10.408,3.7172,-5.7195,-2.8096,0.011457,0.31694,-2.7835,Kaggle Complete EEG Dataset s04
5.3587,14.774,-3.1012,10.001,3.4462,-5.8273,-2.6166,1.2246,0.25863,-2.4235,Kaggle Complete EEG Dataset s04
5.599,14.273,-2.8884,9.5623,3.316,-5.8599,-2.3247,2.5777,0.42445,-1.7209,Kaggle Complete EEG Dataset s04
5.4678,13.419,-2.9059,8.935,3.2438,-5.9037,-2.1702,3.7763,0.6504,-0.93751,Kaggle Complete EEG Dataset s04
4.827,12.194,-3.2917,8.0408,3.1118,-6.0577,-2.3391,4.5565,0.7652,-0.35613,Kaggle Complete EEG Dataset s04
3.6568,10.744,-3.9761,6.9576,2.8232,-6.3678,-2.8724,4.7929,0.68138,-0.13481,Kaggle Complete EEG Dataset s04
2.0872,9.357,-4.6907,5.9173,2.3586,-6.7633,-3.6324,4.5583,0.44996,-0.23669,Kaggle Complete EEG Dataset s04
0.37248,8.3654,-5.0639,5.2218,1.8008,-7.0576,-4.349,4.0709,0.25134,-0.46327,Kaggle Complete EEG Dataset s04
-1.1809,8.0372,-4.7685,5.1225,1.3133,-7.0003,-4.7544,3.6017,0.32241,-0.55461,Kaggle Complete EEG Dataset s04
-2.2884,8.4676,-3.6665,5.7166,1.1057,-6.3801,-4.6699,3.3561,0.87271,-0.31573,Kaggle Complete EEG Dataset s04
-2.8143,9.5449,-1.8563,6.905,1.3503,-5.1375,-4.0667,3.4107,2.0006,0.30079,Kaggle Complete EEG Dataset s04
