Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,event_text
-14.746,-3.7001,1.9016,-2.6339,3.9666,2.0868,10.637,12.843,7.875,10.44,Kaggle Complete EEG Dataset s03
-12.931,-2.8533,3.9865,-1.9541,5.5017,2.7377,12.117,14.53,9.4428,12.13,Kaggle Complete EEG Dataset s03
-10.633,-1.3979,6.3394,-1.1556,7.1789,3.3003,13.414,15.86,10.901,13.37,Kaggle Complete EEG Dataset s03
-8.001,0.49052,8.7801,-0.32186,8.8613,3.7776,14.382,16.645,12.105,14.073,Kaggle Complete EEG Dataset s03
-5.2686,2.5233,11.095,0.48084,10.395,4.1503,14.906,16.767,12.95,14.215,Kaggle Complete EEG Dataset s03
-2.7099,4.3708,13.078,1.2178,11.637,4.3813,14.912,16.199,13.382,13.826,Kaggle Complete EEG Dataset s03
-0.5637,5.7468,14.569,1.8891,12.477,4.4425,14.393,15.02,13.397,12.97,Kaggle Complete EEG Dataset s03
1.0201,6.4854,15.499,2.5187,12.875,4.3177,13.415,13.395,13.032,11.74,Kaggle Complete EEG Dataset s03
2.0202,6.5768,15.899,3.1313,12.871,4.0233,12.104,11.535,12.356,10.25,Kaggle Complete EEG Dataset s03
2.526,6.1438,15.884,3.7277,12.572,3.6017,10.627,9.6444,11.466,8.6336,Kaggle Complete EEG Dataset s03
2.6908,5.3956,15.614,4.2704,12.127,3.1097,9.1584,7.882,10.468,7.0273,Kaggle Complete EEG Dataset s03
2.6656,4.5536,15.231,4.683,11.679,2.606,7.8463,6.3279,9.4662,5.5621,Kaggle Complete EEG Dataset s03
2.5423,3.7862,14.82,4.8759,11.33,2.1442,6.7897,4.9942,8.5501,4.3467,Kaggle Complete EEG Dataset s03
2.3335,3.18,14.388,4.7713,11.117,1.773,6.0302,3.8459,7.7814,3.4518,Kaggle Complete EEG Dataset s03
1.9875,2.7398,13.871,4.3325,11.016,1.5382,5.5579,2.8396,7.1937,2.9114,Kaggle Complete EEG Dataset s03
1.4252,2.4174,13.177,3.5941,10.962,1.4879,5.3389,1.9604,6.7982,2.7255,Kaggle Complete EEG Dataset s03
0.59618,2.1528,12.231,2.6381,10.893,1.6638,5.3334,1.2368,6.5928,2.8676,Kaggle Complete EEG Dataset s03
-0.48445,1.893,11.011,1.5916,10.765,2.0946,5.5161,0.73224,6.5623,3.2948,Kaggle Complete EEG Dataset s03
-1.7261,1.6091,9.5522,0.58047,10.568,2.7749,5.8684,0.51312,6.6833,3.942,Kaggle Complete EEG Dataset s03
-2.9841,1.2723,7.9258,-0.29783,10.305,3.6575,6.3703,0.61592,6.9131,4.7163,Kaggle Complete EEG Dataset s03
-4.0949,0.85136,6.2036,-0.99313,9.9788,4.6439,6.9713,1.0149,7.1805,5.4895,Kaggle Complete EEG Dataset s03
-4.9302,0.29807,4.4301,-1.504,9.5632,5.6048,7.5855,1.6141,7.3879,6.1089,Kaggle Complete EEG Dataset s03
-5.4322,-0.43805,2.6099,-1.8615,9.0076,6.3967,8.0907,2.2755,7.4276,6.4197,Kaggle Complete EEG Dataset s03
-5.6234,-1.3835,0.72572,-2.1089,8.2475,6.8957,8.3593,2.849,7.2069,6.3033,Kaggle Complete EEG Dataset s03
-5.6033,-2.5285,-1.2234,-2.282,7.2382,7.0197,8.2866,3.2142,6.6833,5.7127,Kaggle Complete EEG Dataset s03
-5.5114,-3.8011,-3.1988,-2.4092,5.9809,6.7454,7.832,3.3143,5.882,4.696,Kaggle Complete EEG Dataset s03
-5.4888,-5.0857,-5.1149,-2.5017,4.5348,6.1069,7.0285,3.1574,4.8968,3.3898,Kaggle Complete EEG Dataset s03
-5.6435,-6.2477,-6.8622,-2.5731,3.0103,5.1856,5.9795,2.8139,3.8668,1.9918,Kaggle Complete EEG Dataset s03
-6.0172,-7.1762,-8.3391,-2.6367,1.5409,4.0953,4.8315,2.3919,2.9354,0.70387,Kaggle Complete EEG Dataset s03
-6.5946,-7.8137,-9.5013,-2.7024,0.25281,2.9563,3.7352,2.0118,2.2145,-0.30964,Kaggle Complete EEG Dataset s03
-7.3054,-8.1553,-10.368,-2.7674,-0.76389,1.8838,2.8161,1.7832,1.762,-0.96004,Kaggle Complete EEG Dataset s03
-8.0551,-8.2371,-11.011,-2.8098,-1.4604,0.97025,2.1501,1.7954,1.58,-1.2356,Kaggle Complete EEG Dataset s03
-8.7407,-8.1433,-11.518,-2.79,-1.8304,0.28061,1.766,2.1051,1.6329,-1.1929,Kaggle Complete EEG Dataset s03
-9.2741,-7.9003,-11.944,-2.6657,-1.8898,-0.15487,1.6504,2.726,1.8688,-0.92693,Kaggle Complete EEG Dataset s03
-9.5899,-7.5419,-12.293,-2.412,-1.6746,-0.34006,1.7638,3.6241,2.2338,-0.54353,Kaggle Complete EEG Dataset s03
-9.654,-7.0704,-12.509,-2.0382,-1.2367,-0.31294,2.0555,4.7075,2.6791,-0.1441,Kaggle Complete EEG Dataset s03
-9.4767,-6.4762,-12.504,-1.5817,-0.64409,-0.14247,2.466,5.8423,3.1499,0.18697,Kaggle Complete EEG Dataset s03
-9.1144,-5.7641,-12.202,-1.1012,0.0057939,0.085345,2.9371,6.8743,3.5831,0.38882,Kaggle Complete EEG Dataset s03
-8.6753,-4.9534,-11.566,-0.64478,0.59312,0.27519,3.4171,7.6615,3.9013,0.4262,Kaggle Complete EEG Dataset s03
-8.2904,-4.0874,-10.62,-0.22859,0.99175,0.34105,3.8661,8.1214,4.0233,0.29697,Kaggle Complete EEG Dataset s03
-8.0979,-3.2214,-9.4466,0.1657,1.0893,0.2225,4.2613,8.2472,3.8851,0.035317,Kaggle Complete EEG Dataset s03
-8.1948,-2.4203,-8.1624,0.58542,0.82106,-0.1014,4.5981,8.1295,3.4529,-0.29576,Kaggle Complete EEG Dataset s03
-8.5986,-1.7443,-6.9032,1.073,0.18708,-0.61204,4.8821,7.9009,2.7391,-0.61722,Kaggle Complete EEG Dataset s03
-9.2477,-1.2343,-5.8003,1.6446,-0.7448,-1.2474,5.1254,7.717,1.7884,-0.85644,Kaggle Complete EEG Dataset s03
-9.9962,-0.92399,-4.9655,2.2707,-1.8559,-1.9216,5.329,7.6913,0.67503,-0.96751,Kaggle Complete EEG Dataset s03
-10.679,-0.82295,-4.4842,2.8819,-3.0019,-2.5446,5.4809,7.8671,-0.52885,-0.94722,Kaggle Complete EEG Dataset s03
-11.164,-0.9288,-4.4021,3.3899,-4.0472,-3.042,5.5513,8.1958,-1.7612,-0.82974,Kaggle Complete EEG Dataset s03
-11.401,-1.2127,-4.726,3.7107,-4.8975,-3.3776,5.5007,8.5637,-2.9854,-0.68023,Kaggle Complete EEG Dataset s03
-11.439,-1.6385,-5.4069,3.7941,-5.506,-3.5589,5.2927,8.8207,-4.1802,-0.56916,Kaggle Complete EEG Dataset s03
-11.404,-2.1557,-6.3444,3.6323,-5.8749,-3.6325,4.9041,8.8166,-5.3352,-0.56275,Kaggle Complete EEG Dataset s03
-11.45,-2.7042,-7.3925,3.2571,-6.0414,-3.6635,4.3307,8.4393,-6.4252,-0.70372,Kaggle Complete EEG Dataset s03
-11.697,-3.2478,-8.3813,2.7229,-6.0541,-3.71,3.5899,7.625,-7.4095,-1.0124,Kaggle Complete EEG Dataset s03
-12.176,-3.7578,-9.1455,2.0961,-5.9587,-3.8022,2.7115,6.3698,-8.2199,-1.4855,Kaggle Complete EEG Dataset s03
-12.829,-4.2365,-9.5652,1.4263,-5.7848,-3.9246,1.7286,4.7156,-8.7903,-2.1092,Kaggle Complete EEG Dataset s03
-13.52,-4.708,-9.588,0.74582,-5.559,-4.0261,0.66967,2.7395,-9.0577,-2.8621,Kaggle Complete EEG Dataset s03
-14.089,-5.2156,-9.2459,0.064654,-5.3035,-4.0432,-0.45966,0.53612,-9.0099,-3.7272,Kaggle Complete EEG Dataset s03
-14.404,-5.8074,-8.6528,-0.62499,-5.0586,-3.9301,-1.676,-1.8025,-8.6917,-4.6979,Kaggle Complete EEG Dataset s03
-14.404,-6.5123,-7.9662,-1.333,-4.8847,-3.6805,-3.0177,-4.2088,-8.2036,-5.7777,Kaggle Complete EEG Dataset s03
-14.097,-7.323,-7.3458,-2.065,-4.8508,-3.3528,-4.5323,-6.6421,-7.6932,-6.9823,Kaggle Complete EEG Dataset s03
-13.554,-8.1794,-6.9169,-2.8105,-5.0247,-3.0506,-6.2593,-9.0902,-7.2966,-8.3259,Kaggle Complete EEG Dataset s03
-12.867,-8.9901,-6.7367,-3.5404,-5.4498,-2.901,-8.2076,-11.557,-7.1258,-9.8093,Kaggle Complete EEG Dataset s03
-12.132,-9.654,-6.7926,-4.2131,-6.1304,-3.0087,-10.344,-14.045,-7.2285,-11.408,Kaggle Complete EEG Dataset s03
-11.424,-10.065,-7.0196,-4.7841,-7.022,-3.4318,-12.588,-16.534,-7.5854,-13.058,Kaggle Complete EEG Dataset s03
-10.795,-10.186,-7.3332,-5.2193,-8.0472,-4.1555,-14.827,-18.975,-8.1273,-14.673,Kaggle Complete EEG Dataset s03
-10.279,-10.034,-7.664,-5.5027,-9.1127,-5.0924,-16.94,-21.307,-8.7598,-16.151,Kaggle Complete EEG Dataset s03
-9.8968,-9.7045,-7.9787,-5.6376,-10.13,-6.1067,-18.822,-23.457,-9.3902,-17.406,Kaggle Complete EEG Dataset s03
-9.649,-9.3196,-8.2776,-5.6419,-11.032,-7.0365,-20.395,-25.371,-9.9464,-18.383,Kaggle Complete EEG Dataset s03
-9.5069,-9.0117,-8.5832,-5.5345,-11.778,-7.7347,-21.62,-27.005,-10.383,-19.071,Kaggle Complete EEG Dataset s03
-9.4087,-8.8674,-8.9163,-5.3324,-12.355,-8.0911,-22.483,-28.333,-10.671,-19.49,Kaggle Complete EEG Dataset s03
-9.2666,-8.9155,-9.2767,-5.042,-12.764,-8.0539,-22.983,-29.326,-10.8,-19.681,Kaggle Complete EEG Dataset s03
-8.9886,-9.1176,-9.6348,-4.6675,-13.015,-7.6425,-23.126,-29.951,-10.768,-19.684,Kaggle Complete EEG Dataset s03
-8.5181,-9.3653,-9.9404,-4.2032,-13.123,-6.9412,-22.923,-30.172,-10.588,-19.535,Kaggle Complete EEG Dataset s03
-7.8526,-9.5265,-10.127,-3.65,-13.117,-6.0997,-22.402,-29.966,-10.297,-19.266,Kaggle Complete EEG Dataset s03
-7.055,-9.4832,-10.139,-3.0041,-13.034,-5.3031,-21.613,-29.347,-9.9555,-18.908,Kaggle Complete EEG Dataset s03
-6.231,-9.1128,-9.929,-2.2608,-12.925,-4.7437,-20.627,-28.366,-9.6373,-18.5,Kaggle Complete EEG Dataset s03
-5.4838,-8.3694,-9.4774,-1.4178,-12.842,-4.5717,-19.528,-27.117,-9.4075,-18.083,Kaggle Complete EEG Dataset s03
-4.8636,-7.2556,-8.7828,-0.47448,-12.82,-4.8591,-18.384,-25.697,-9.2967,-17.678,Kaggle Complete EEG Dataset s03
-4.3402,-5.8315,-7.8658,0.54726,-12.858,-5.5674,-17.228,-24.185,-9.2794,-17.273,Kaggle Complete EEG Dataset s03
-3.8131,-4.2077,-6.7618,1.6008,-12.911,-6.5476,-16.049,-22.612,-9.2733,-16.807,Kaggle Complete EEG Dataset s03
-3.1552,-2.5261,-5.5209,2.6091,-12.893,-7.5634,-14.798,-20.961,-9.1574,-16.183,Kaggle Complete EEG Dataset s03
-2.2796,-0.9288,-4.2048,3.4797,-12.7,-8.3561,-13.41,-19.185,-8.8096,-15.292,Kaggle Complete EEG Dataset s03
-1.2015,0.46165,-2.8829,4.1227,-12.247,-8.7072,-11.841,-17.242,-8.1518,-14.058,Kaggle Complete EEG Dataset s03
-0.061758,1.5514,-1.6409,4.476,-11.493,-8.4979,-10.09,-15.131,-7.1787,-12.467,Kaggle Complete EEG Dataset s03
0.90187,2.2899,-0.56307,4.5134,-10.472,-7.7393,-8.2076,-12.899,-5.9687,-10.594,Kaggle Complete EEG Dataset s03
1.4239,2.6508,0.26723,4.2555,-9.2865,-6.5615,-6.2935,-10.64,-4.6743,-8.58,Kaggle Complete EEG Dataset s03
1.2969,2.6291,0.78046,3.7397,-8.0907,-5.1753,-4.4652,-8.4653,-3.4735,-6.6054,Kaggle Complete EEG Dataset s03
0.44396,2.2346,0.93785,3.0183,-7.0528,-3.8123,-2.8383,-6.4703,-2.536,-4.8432,Kaggle Complete EEG Dataset s03
-1.0505,1.484,0.73598,2.1414,-6.3149,-2.6662,-1.5064,-4.7133,-1.9747,-3.4207,Kaggle Complete EEG Dataset s03
-2.9627,0.42076,0.22161,1.1521,-5.964,-1.8549,-0.52901,-3.2051,-1.8283,-2.3901,Kaggle Complete EEG Dataset s03
-4.9919,-0.87588,-0.51517,0.094331,-6.0106,-1.4032,0.077485,-1.9256,-2.0632,-1.73,Kaggle Complete EEG Dataset s03
-6.8349,-2.2856,-1.3512,-0.97476,-6.4008,-1.2606,0.33175,-0.8327,-2.5919,-1.3595,Kaggle Complete EEG Dataset s03
-8.2476,-3.6448,-2.1393,-1.9845,-7.0231,-1.3172,0.29323,0.11411,-3.2874,-1.1608,Kaggle Complete EEG Dataset s03
-9.0791,-4.773,-2.7403,-2.8487,-7.7366,-1.4458,0.055471,0.95677,-4.0215,-1.0049,Kaggle Complete EEG Dataset s03
-9.2867,-5.4971,-3.0357,-3.4839,-8.396,-1.5287,-0.26043,1.7345,-4.6733,-0.77528,Kaggle Complete EEG Dataset s03
-8.9156,-5.6871,-2.9513,-3.8181,-8.8773,-1.4791,-0.5191,2.496,-5.1431,-0.38333,Kaggle Complete EEG Dataset s03
-8.0828,-5.2782,-2.4677,-3.8125,-9.0904,-1.2645,-0.59395,3.3008,-5.3627,0.22221,Kaggle Complete EEG Dataset s03
-6.9619,-4.2991,-1.626,-3.4634,-8.9939,-0.90804,-0.39032,4.2016,-5.2925,1.0392,Kaggle Complete EEG Dataset s03
-5.7505,-2.8557,-0.52087,-2.8126,-8.5996,-0.47876,0.12702,5.2404,-4.9366,2.0185,Kaggle Complete EEG Dataset s03
-4.6535,-1.1477,0.70747,-1.9442,-7.9688,-0.075054,0.92504,6.4131,-4.3357,3.0652,Kaggle Complete EEG Dataset s03
-3.8509,0.57472,1.8993,-0.97476,-7.2033,0.20003,1.9014,7.6561,-3.5721,4.0541,Kaggle Complete EEG Dataset s03
-3.4559,2.0446,2.9018,-0.042043,-6.4283,0.26899,2.9129,8.8491,-2.7495,4.854,Kaggle Complete EEG Dataset s03
-3.4936,3.0285,3.6078,0.71967,-5.7679,0.093094,3.8001,9.8378,-1.9757,5.3485,Kaggle Complete EEG Dataset s03
-3.8962,3.3701,3.9739,1.2108,-5.3194,-0.31914,4.4253,10.448,-1.3382,5.4585,Kaggle Complete EEG Dataset s03
-4.5151,3.0405,4.0378,1.3867,-5.1392,-0.92974,4.6939,10.533,-0.88473,5.1498,Kaggle Complete EEG Dataset s03
-5.173,2.136,3.9066,1.2765,-5.2304,-1.6907,4.5629,10.012,-0.62239,4.429,Kaggle Complete EEG Dataset s03
-5.7064,0.86099,3.7241,0.98182,-5.5473,-2.5671,4.0357,8.8437,-0.52783,3.3332,Kaggle Complete EEG Dataset s03
-6.0146,-0.52225,3.6295,0.63912,-6.017,-3.5535,3.1408,7.0556,-0.56749,1.9053,Kaggle Complete EEG Dataset s03
-6.0763,-1.7611,3.7036,0.39322,-6.5619,-4.6732,1.9135,4.7102,-0.72916,0.17629,Kaggle Complete EEG Dataset s03
-5.9454,-2.6777,3.9466,0.348,-7.1238,-5.9579,0.38238,1.8928,-1.0291,-1.8379,Kaggle Complete EEG Dataset s03
-5.719,-3.1877,4.2659,0.53737,-7.674,-7.4263,-1.4261,-1.2926,-1.5294,-4.133,Kaggle Complete EEG Dataset s03
-5.4913,-3.3104,4.5043,0.92035,-8.2211,-9.059,-3.4745,-4.7214,-2.2818,-6.6961,Kaggle Complete EEG Dataset s03
-5.324,-3.142,4.4837,1.3931,-8.7914,-10.782,-5.6947,-8.2422,-3.3362,-9.4825,Kaggle Complete EEG Dataset s03
-5.2221,-2.8076,4.056,1.8283,-9.4095,-12.471,-7.9798,-11.667,-4.6967,-12.394,Kaggle Complete EEG Dataset s03
-5.1441,-2.4275,3.1413,2.094,-10.082,-13.963,-10.188,-14.79,-6.3124,-15.282,Kaggle Complete EEG Dataset s03
-5.0246,-2.0979,1.759,2.1004,-10.779,-15.096,-12.16,-17.415,-8.0887,-17.954,Kaggle Complete EEG Dataset s03
-4.8007,-1.867,0.018594,1.8078,-11.437,-15.731,-13.751,-19.389,-9.8986,-20.212,Kaggle Complete EEG Dataset s03
-4.4421,-1.7419,-1.8884,1.2369,-11.959,-15.783,-14.848,-20.635,-11.61,-21.888,Kaggle Complete EEG Dataset s03
-3.9628,-1.6938,-3.7223,0.46176,-12.24,-15.24,-15.386,-21.17,-13.108,-22.87,Kaggle Complete EEG Dataset s03
-3.4156,-1.6673,-5.2358,-0.40594,-12.186,-14.165,-15.355,-21.1,-14.3,-23.129,Kaggle Complete EEG Dataset s03
-2.8822,-1.5879,-6.2189,-1.2369,-11.74,-12.686,-14.79,-20.591,-15.134,-22.721,Kaggle Complete EEG Dataset s03
-2.4432,-1.3979,-6.5314,-1.9054,-10.909,-10.98,-13.771,-19.827,-15.596,-21.778,Kaggle Complete EEG Dataset s03
-2.1664,-1.0659,-6.1436,-2.3152,-9.7647,-9.2472,-12.409,-18.987,-15.713,-20.475,Kaggle Complete EEG Dataset s03
-2.0922,-0.62569,-5.1423,-2.4226,-8.449,-7.6859,-10.849,-18.192,-15.552,-19.006,Kaggle Complete EEG Dataset s03
-2.2205,-0.16141,-3.7155,-2.2495,-7.1397,-6.46,-9.2423,-17.499,-15.21,-17.538,Kaggle Complete EEG Dataset s03
-2.5212,0.19703,-2.1165,-1.8686,-6.0159,-5.6712,-7.7277,-16.905,-14.794,-16.191,Kaggle Complete EEG Dataset s03
-2.9275,0.32453,-0.59729,-1.3945,-5.2198,-5.3396,-6.4057,-16.328,-14.396,-15.012,Kaggle Complete EEG Dataset s03
-3.3552,0.15373,0.6436,-0.94367,-4.818,-5.3992,-5.3138,-15.653,-14.061,-13.972,Kaggle Complete EEG Dataset s03
-3.7087,-0.29372,1.5058,-0.60379,-4.7925,-5.7107,-4.4167,-14.754,-13.785,-12.991,Kaggle Complete EEG Dataset s03
-3.8949,-0.89272,1.9985,-0.40241,-5.0491,-6.0958,-3.6374,-13.528,-13.508,-11.963,Kaggle Complete EEG Dataset s03
-3.8471,-1.4436,2.2152,-0.31126,-5.4498,-6.381,-2.8504,-11.931,-13.142,-10.791,Kaggle Complete EEG Dataset s03
-3.5351,-1.7347,2.2905,-0.26321,-5.84,-6.4368,-1.95,-9.9802,-12.595,-9.4056,Kaggle Complete EEG Dataset s03
-2.9778,-1.6192,2.3453,-0.18902,-6.0912,-6.2097,-0.85922,-7.762,-11.801,-7.7844,Kaggle Complete EEG Dataset s03
-2.2419,-1.0707,2.449,-0.056176,-6.1156,-5.72,0.45063,-5.4017,-10.732,-5.9368,Kaggle Complete EEG Dataset s03
-1.4242,-0.19749,2.5962,0.10705,-5.8834,-5.0467,1.9641,-3.0374,-9.4116,-3.8948,Kaggle Complete EEG Dataset s03
-0.64799,0.77198,2.7125,0.21233,-5.4159,-4.2904,3.6317,-0.78807,-7.8915,-1.6969,Kaggle Complete EEG Dataset s03
-0.027792,1.5634,2.676,0.14026,-4.7819,-3.5403,5.3851,1.2516,-6.2524,0.61416,Kaggle Complete EEG Dataset s03
