Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,event_text
-0.81609,2.4487,3.8673,1.9535,-6.8118,-1.7203,-0.049457,0.20051,-10.474,-15.137,Kaggle Complete EEG Dataset s01
-0.88369,2.3431,3.2017,1.6444,-6.2564,-1.1443,-1.0863,0.032663,-10.735,-14.661,Kaggle Complete EEG Dataset s01
-1.2217,1.5192,1.9213,0.74328,-6.0828,-0.60559,-2.0391,-0.32701,-11.266,-13.581,Kaggle Complete EEG Dataset s01
-1.8941,-0.046547,-0.0095269,-0.77593,-6.5298,-0.16591,-3.0759,-0.99839,-12.275,-12.339,Kaggle Complete EEG Dataset s01
-2.8969,-2.3276,-2.5687,-2.8829,-7.7797,0.10193,-4.3892,-2.0774,-13.923,-11.406,Kaggle Complete EEG Dataset s01
-4.1703,-5.2247,-5.6597,-5.4913,-9.8755,0.1267,-6.1468,-3.7079,-16.259,-11.116,Kaggle Complete EEG Dataset s01
-5.59,-8.5098,-9.0589,-8.4217,-12.662,-0.099335,-8.3883,-5.8899,-19.146,-11.548,Kaggle Complete EEG Dataset s01
-7.0098,-11.837,-12.431,-11.402,-15.804,-0.51579,-10.985,-8.5155,-22.276,-12.53,Kaggle Complete EEG Dataset s01
-8.3151,-14.788,-15.376,-14.094,-18.876,-1.0097,-13.671,-11.333,-25.254,-13.801,Kaggle Complete EEG Dataset s01
-9.4269,-16.928,-17.492,-16.13,-21.472,-1.4369,-16.13,-13.947,-27.679,-15.125,Kaggle Complete EEG Dataset s01
-10.274,-17.903,-18.489,-17.217,-23.324,-1.6754,-18.03,-15.937,-29.248,-16.36,Kaggle Complete EEG Dataset s01
-10.837,-17.575,-18.327,-17.284,-24.391,-1.6816,-19.191,-17.004,-29.88,-17.468,Kaggle Complete EEG Dataset s01
-11.192,-16.127,-17.273,-16.567,-24.888,-1.5438,-19.586,-17.04,-29.733,-18.47,Kaggle Complete EEG Dataset s01
-11.493,-14.02,-15.844,-15.514,-25.146,-1.4354,-19.378,-16.201,-29.169,-19.452,Kaggle Complete EEG Dataset s01
-11.938,-11.874,-14.626,-14.667,-25.502,-1.5871,-18.86,-14.822,-28.617,-20.499,Kaggle Complete EEG Dataset s01
-12.693,-10.277,-14.076,-14.432,-26.15,-2.1568,-18.322,-13.287,-28.421,-21.692,Kaggle Complete EEG Dataset s01
-13.765,-9.5929,-14.342,-14.931,-27.053,-3.1554,-17.966,-11.908,-28.713,-23.065,Kaggle Complete EEG Dataset s01
-14.978,-9.8551,-15.238,-15.966,-27.974,-4.4265,-17.858,-10.805,-29.376,-24.572,Kaggle Complete EEG Dataset s01
-15.996,-10.754,-16.332,-17.105,-28.59,-5.6898,-17.912,-9.9302,-30.114,-26.096,Kaggle Complete EEG Dataset s01
-16.434,-11.781,-17.131,-17.861,-28.6,-6.6527,-17.942,-9.139,-30.552,-27.436,Kaggle Complete EEG Dataset s01
-16.009,-12.431,-17.245,-17.893,-27.84,-7.1125,-17.695,-8.2877,-30.361,-28.288,Kaggle Complete EEG Dataset s01
-14.682,-12.395,-16.504,-17.126,-26.343,-7.032,-16.885,-7.2807,-29.339,-28.312,Kaggle Complete EEG Dataset s01
-12.676,-11.643,-14.961,-15.728,-24.262,-6.5304,-15.295,-6.1297,-27.44,-27.224,Kaggle Complete EEG Dataset s01
-10.355,-10.373,-12.797,-13.989,-21.814,-5.8167,-12.802,-4.9188,-24.737,-24.894,Kaggle Complete EEG Dataset s01
-8.1085,-8.9086,-10.248,-12.216,-19.199,-5.1046,-9.4448,-3.7439,-21.411,-21.407,Kaggle Complete EEG Dataset s01
-6.2323,-7.5275,-7.5583,-10.619,-16.6,-4.5364,-5.4754,-2.6529,-17.731,-17.109,Kaggle Complete EEG Dataset s01
-4.8407,-6.3311,-4.9331,-9.271,-14.153,-4.1462,-1.2887,-1.6458,-14.018,-12.542,Kaggle Complete EEG Dataset s01
-3.8435,-5.234,-2.5467,-8.1407,-11.982,-3.8676,2.661,-0.62673,-10.616,-8.3218,Kaggle Complete EEG Dataset s01
-2.989,-4.0609,-0.54643,-7.1553,-10.182,-3.5904,5.9837,0.58416,-7.842,-5.0057,Kaggle Complete EEG Dataset s01
-1.9823,-2.6535,0.97451,-6.2585,-8.801,-3.2096,8.4424,2.1787,-5.902,-2.9565,Kaggle Complete EEG Dataset s01
-0.65645,-0.9838,1.9975,-5.42,-7.8124,-2.6693,9.9877,4.2648,-4.841,-2.2803,Kaggle Complete EEG Dataset s01
0.90983,0.78364,2.5632,-4.6788,-7.1298,-1.9912,10.694,6.8305,-4.5244,-2.8017,Kaggle Complete EEG Dataset s01
2.3916,2.3478,2.7563,-4.1018,-6.6295,-1.2636,10.723,9.6719,-4.6861,-4.1461,Kaggle Complete EEG Dataset s01
3.3475,3.3813,2.658,-3.7452,-6.2032,-0.61642,10.225,12.501,-5.0381,-5.8571,Kaggle Complete EEG Dataset s01
3.4377,3.6761,2.3447,-3.6263,-5.7888,-0.15971,9.3508,15.031,-5.3311,-7.503,Kaggle Complete EEG Dataset s01
2.6001,3.2478,1.8874,-3.7041,-5.3899,0.046192,8.2795,17.093,-5.4237,-8.7373,Kaggle Complete EEG Dataset s01
1.0826,2.3012,1.3437,-3.9246,-5.0839,-0.0095418,7.1933,18.568,-5.3126,-9.3566,Kaggle Complete EEG Dataset s01
-0.66772,1.1762,0.79498,-4.2249,-4.9618,-0.27892,6.2701,19.491,-5.0734,-9.3036,Kaggle Complete EEG Dataset s01
-2.1946,0.2126,0.33768,-4.5318,-5.0787,-0.70002,5.6134,19.911,-4.8158,-8.6885,Kaggle Complete EEG Dataset s01
-3.2575,-0.41741,0.042978,-4.8344,-5.4364,-1.2094,5.1987,19.839,-4.6389,-7.78,Kaggle Complete EEG Dataset s01
-3.8792,-0.77587,-0.077275,-5.1801,-5.9917,-1.7574,4.8531,19.239,-4.6255,-6.9041,Kaggle Complete EEG Dataset s01
-4.251,-1.0986,-0.080662,-5.6642,-6.6639,-2.2761,4.3495,18.04,-4.8141,-6.3786,Kaggle Complete EEG Dataset s01
-4.5383,-1.6309,-0.062032,-6.3687,-7.3654,-2.691,3.5003,16.266,-5.2149,-6.3949,Kaggle Complete EEG Dataset s01
-4.7036,-2.4378,-0.089131,-7.2785,-8.0032,-2.9108,2.2611,14.036,-5.779,-7.006,Kaggle Complete EEG Dataset s01
-4.5196,-3.3316,-0.14841,-8.2423,-8.4898,-2.8644,0.77504,11.566,-6.4106,-8.0733,Kaggle Complete EEG Dataset s01
-3.7233,-3.9585,-0.14672,-9.0052,-8.7614,-2.5439,-0.68635,9.1443,-6.9646,-9.3281,Kaggle Complete EEG Dataset s01
-2.2509,-3.9787,0.051446,-9.3207,-8.7872,-2.0222,-1.8318,6.9623,-7.2947,-10.428,Kaggle Complete EEG Dataset s01
-0.33531,-3.2556,0.56633,-9.0311,-8.5586,-1.4416,-2.4242,5.104,-7.2543,-11.035,Kaggle Complete EEG Dataset s01
1.5934,-1.9707,1.4487,-8.1602,-8.0565,-0.93534,-2.3897,3.5574,-6.7508,-10.901,Kaggle Complete EEG Dataset s01
3.0883,-0.57259,2.636,-6.9262,-7.2811,-0.60094,-1.7972,2.2267,-5.774,-9.9514,Kaggle Complete EEG Dataset s01
3.8921,0.45312,3.991,-5.6512,-6.2289,-0.41826,-0.84433,1.0278,-4.3964,-8.2974,Kaggle Complete EEG Dataset s01
4.0706,0.85192,5.3917,-4.601,-4.8879,-0.25106,0.24677,-0.0033037,-2.7275,-6.183,Kaggle Complete EEG Dataset s01
3.9954,0.72778,6.7907,-3.8792,-3.2443,0.1236,1.3231,-0.7706,-0.87671,-3.8854,Kaggle Complete EEG Dataset s01
4.1532,0.48881,8.2049,-3.4124,-1.3221,0.90233,2.3253,-1.0943,1.0499,-1.6285,Kaggle Complete EEG Dataset s01
4.9345,0.65484,9.7021,-3.0169,0.83213,2.1966,3.293,-0.84254,2.9765,0.48179,Kaggle Complete EEG Dataset s01
6.4857,1.6045,11.328,-2.5091,3.136,3.9863,4.2903,0.056641,4.8525,2.4658,Kaggle Complete EEG Dataset s01
8.591,3.3456,12.998,-1.8781,5.4484,6.1088,5.3271,1.4713,6.5955,4.3968,Kaggle Complete EEG Dataset s01
10.753,5.4916,14.475,-1.3205,7.5665,8.3057,6.2799,3.1498,8.0741,6.2585,Kaggle Complete EEG Dataset s01
12.403,7.453,15.437,-1.1347,9.2927,10.297,6.9514,4.7444,9.1284,7.9369,Kaggle Complete EEG Dataset s01
13.123,8.6696,15.601,-1.5604,10.474,11.887,7.1834,6.0032,9.6319,9.2854,Kaggle Complete EEG Dataset s01
12.79,8.8201,14.842,-2.6539,11.055,13.003,6.9761,6.8784,9.5393,10.19,Kaggle Complete EEG Dataset s01
11.581,7.8937,13.235,-4.2422,11.069,13.687,6.4972,7.4779,8.896,10.666,Kaggle Complete EEG Dataset s01
9.9019,6.1496,11.071,-5.9754,10.651,14.062,6.0578,8.0294,7.8434,10.87,Kaggle Complete EEG Dataset s01
8.2154,3.9694,8.7638,-7.4665,10.003,14.252,5.9393,8.7967,6.5854,10.948,Kaggle Complete EEG Dataset s01
6.8594,1.7147,6.7212,-8.4454,9.3271,14.339,6.2701,9.9356,5.3224,10.96,Kaggle Complete EEG Dataset s01
5.9918,-0.33983,5.2511,-8.8323,8.7993,14.374,6.9761,11.458,4.2378,10.85,Kaggle Complete EEG Dataset s01
5.5204,-2.0374,4.4754,-8.7156,8.4915,14.373,7.845,13.245,3.4497,10.487,Kaggle Complete EEG Dataset s01
5.173,-3.3068,4.2992,-8.3028,8.3557,14.316,8.6201,15.067,2.9832,9.762,Kaggle Complete EEG Dataset s01
4.649,-4.1183,4.4669,-7.8101,8.2388,14.147,9.1139,16.721,2.7744,8.6417,Kaggle Complete EEG Dataset s01
3.7363,-4.4876,4.6566,-7.3973,7.9448,13.786,9.2916,18.04,2.6868,7.2607,Kaggle Complete EEG Dataset s01
2.3991,-4.4659,4.5719,-7.1337,7.3138,13.134,9.257,18.963,2.5537,5.8593,Kaggle Complete EEG Dataset s01
0.82344,-4.1307,4.0689,-6.9997,6.3218,12.134,9.2225,19.551,2.2691,4.7675,Kaggle Complete EEG Dataset s01
-0.63392,-3.6094,3.2034,-6.9327,5.108,10.812,9.4298,19.922,1.8431,4.3194,Kaggle Complete EEG Dataset s01
-1.5598,-3.0616,2.2007,-6.8549,3.9509,9.2949,10.082,20.27,1.4086,4.7145,Kaggle Complete EEG Dataset s01
-1.6687,-2.6752,1.3319,-6.7426,3.1222,7.7777,11.227,20.726,1.1425,5.9571,Kaggle Complete EEG Dataset s01
-0.92501,-2.5805,0.82885,-6.5934,2.8024,6.4711,12.782,21.313,1.2132,7.8147,Kaggle Complete EEG Dataset s01
0.45347,-2.7621,0.83055,-6.3536,3.0414,5.5406,14.52,21.985,1.7151,9.8883,Kaggle Complete EEG Dataset s01
2.0592,-3.0709,1.3336,-5.9322,3.7377,5.0406,16.134,22.62,2.6161,11.677,Kaggle Complete EEG Dataset s01
3.4696,-3.2462,2.2295,-5.1931,4.7177,4.8935,17.324,23.076,3.7848,12.732,Kaggle Complete EEG Dataset s01
4.4161,-3.0212,3.3711,-4.0175,5.806,4.9368,17.872,23.279,5.0563,12.797,Kaggle Complete EEG Dataset s01
4.8856,-2.2205,4.6278,-2.3686,6.896,5.0189,17.724,23.207,6.316,11.925,Kaggle Complete EEG Dataset s01
5.0753,-0.85811,5.893,-0.36966,7.9327,5.0514,16.944,22.872,7.5167,10.41,Kaggle Complete EEG Dataset s01
5.2331,0.83485,7.0447,1.679,8.8697,5.0065,15.685,22.272,8.6535,8.6417,Kaggle Complete EEG Dataset s01
5.5354,2.4859,7.9288,3.3495,9.6365,4.9136,14.056,21.325,9.7127,6.9511,Kaggle Complete EEG Dataset s01
6.0031,3.718,8.3827,4.2377,10.161,4.8269,12.145,19.97,10.646,5.5089,Kaggle Complete EEG Dataset s01
6.5383,4.2952,8.2997,4.108,10.405,4.7975,9.963,18.16,11.378,4.3234,Kaggle Complete EEG Dataset s01
7.0228,4.2487,7.7002,3.0037,10.403,4.8532,7.529,15.954,11.821,3.2765,Kaggle Complete EEG Dataset s01
7.4961,3.867,6.7907,1.2706,10.261,4.9926,4.8877,13.508,11.924,2.2376,Kaggle Complete EEG Dataset s01
8.191,3.5752,5.9184,-0.56415,10.125,5.1938,2.1377,11.015,11.69,1.1173,Kaggle Complete EEG Dataset s01
9.391,3.7195,5.4323,-1.9991,10.073,5.3982,-0.57773,8.5809,11.151,-0.12114,Kaggle Complete EEG Dataset s01
11.23,4.4085,5.5492,-2.7382,10.073,5.5499,-3.1154,6.219,10.348,-1.4288,Kaggle Complete EEG Dataset s01
13.455,5.4404,6.2538,-2.79,9.977,5.5948,-5.3914,3.8212,9.3035,-2.6999,Kaggle Complete EEG Dataset s01
15.391,6.3948,7.2683,-2.4356,9.5575,5.4803,-7.4157,1.2436,8.0118,-3.8243,Kaggle Complete EEG Dataset s01
16.176,6.8246,8.1727,-2.0509,8.629,5.1691,-9.2424,-1.6218,6.4625,-4.7164,Kaggle Complete EEG Dataset s01
15.098,6.4382,8.5386,-1.9688,7.1126,4.6427,-10.941,-4.679,4.6656,-5.3112,Kaggle Complete EEG Dataset s01
11.94,5.1984,8.0728,-2.3513,5.0701,3.9197,-12.486,-7.6883,2.67,-5.5638,Kaggle Complete EEG Dataset s01
7.1224,3.2664,6.6806,-3.2071,2.6752,3.0589,-13.765,-10.29,0.56654,-5.4294,Kaggle Complete EEG Dataset s01
1.616,0.88605,4.4584,-4.4821,0.16505,2.1672,-14.565,-12.112,-1.515,-4.8672,Kaggle Complete EEG Dataset s01
-3.4153,-1.7348,1.6215,-6.1439,-2.2213,1.3621,-14.678,-12.939,-3.4517,-3.8935,Kaggle Complete EEG Dataset s01
-7.0117,-4.4271,-1.5694,-8.1775,-4.2827,0.74441,-14.007,-12.736,-5.1088,-2.5655,Kaggle Complete EEG Dataset s01
-8.7001,-6.9906,-4.8281,-10.527,-5.8438,0.38679,-12.6,-11.621,-6.3634,-1.0052,Kaggle Complete EEG Dataset s01
-8.5893,-9.1382,-7.8869,-12.979,-6.7774,0.30938,-10.674,-9.8343,-7.1213,0.59993,Kaggle Complete EEG Dataset s01
-7.2465,-10.536,-10.538,-15.203,-7.049,0.45491,-8.5808,-7.6163,-7.384,1.9565,Kaggle Complete EEG Dataset s01
-5.4041,-10.929,-12.677,-16.822,-6.7447,0.68868,-6.7442,-5.1826,-7.2897,2.6898,Kaggle Complete EEG Dataset s01
-3.6895,-10.282,-14.326,-17.556,-6.0897,0.84195,-5.5149,-2.6769,-7.096,2.4576,Kaggle Complete EEG Dataset s01
-2.4575,-8.8775,-15.602,-17.364,-5.3831,0.7568,-5.0853,-0.29104,-7.0825,1.0847,Kaggle Complete EEG Dataset s01
-1.7682,-7.2234,-16.616,-16.461,-4.8948,0.34034,-5.426,1.819,-7.4278,-1.3148,Kaggle Complete EEG Dataset s01
-1.4715,-5.8625,-17.397,-15.197,-4.7555,-0.41981,-6.2999,3.4495,-8.1098,-4.3376,Kaggle Complete EEG Dataset s01
-1.295,-5.1192,-17.824,-13.902,-4.869,-1.4354,-7.3268,4.5405,-8.8693,-7.3889,Kaggle Complete EEG Dataset s01
-0.97008,-4.9811,-17.658,-12.752,-4.9807,-2.5485,-8.1118,5.152,-9.3055,-9.8821,Kaggle Complete EEG Dataset s01
-0.38602,-5.1766,-16.684,-11.754,-4.8054,-3.6059,-8.408,5.4877,-9.0697,-11.487,Kaggle Complete EEG Dataset s01
0.35581,-5.352,-14.862,-10.833,-4.1933,-4.4977,-8.2007,5.7874,-8.0323,-12.261,Kaggle Complete EEG Dataset s01
1.0131,-5.2759,-12.365,-9.9452,-3.2047,-5.1912,-7.7119,6.243,-6.3483,-12.555,Kaggle Complete EEG Dataset s01
1.3775,-4.9175,-9.54,-9.1262,-2.0545,-5.6898,-7.228,6.8904,-4.3914,-12.823,Kaggle Complete EEG Dataset s01
1.4019,-4.4147,-6.7826,-8.4757,-0.99375,-6.0149,-6.9713,7.5738,-2.5793,-13.337,Kaggle Complete EEG Dataset s01
1.2779,-3.9461,-4.4131,-8.0954,-0.17537,-6.1635,-6.9368,8.1253,-1.2102,-14.042,Kaggle Complete EEG Dataset s01
1.3361,-3.6233,-2.606,-8.024,0.41262,-6.0691,-6.9318,8.425,-0.37317,-14.587,Kaggle Complete EEG Dataset s01
1.8395,-3.4573,-1.4068,-8.1969,0.91121,-5.6805,-6.6701,8.5089,0.015851,-14.534,Kaggle Complete EEG Dataset s01
2.8273,-3.4325,-0.81742,-8.4887,1.4597,-4.9853,-5.9789,8.5569,0.084898,-13.671,Kaggle Complete EEG Dataset s01
4.0236,-3.5923,-0.8767,-8.8323,2.0494,-4.1044,-4.9175,8.7487,-0.10709,-12.139,Kaggle Complete EEG Dataset s01
4.9495,-4.0159,-1.6152,-9.2061,2.5101,-3.2746,-3.7177,9.1803,-0.58031,-10.359,Kaggle Complete EEG Dataset s01
5.1467,-4.7592,-2.9786,-9.6124,2.5944,-2.7746,-2.6809,9.8037,-1.3668,-8.7985,Kaggle Complete EEG Dataset s01
4.3879,-5.8082,-4.7976,-10.073,2.0872,-2.8442,-2.0095,10.427,-2.4446,-7.7433,Kaggle Complete EEG Dataset s01
2.7822,-7.0542,-6.7979,-10.587,0.93012,-3.5858,-1.7133,10.835,-3.7026,-7.1852,Kaggle Complete EEG Dataset s01
0.71451,-8.3391,-8.6796,-11.129,-0.75992,-4.942,-1.6343,10.895,-4.9673,-6.8471,Kaggle Complete EEG Dataset s01
-1.3457,-9.5215,-10.229,-11.678,-2.7457,-6.7085,-1.5306,10.595,-6.0788,-6.3541,Kaggle Complete EEG Dataset s01
-3.0566,-10.541,-11.391,-12.227,-4.7641,-8.5957,-1.2245,10.091,-6.9411,-5.4334,Kaggle Complete EEG Dataset s01
-4.3036,-11.415,-12.246,-12.785,-6.6089,-10.306,-0.64191,9.5999,-7.5473,-3.9872,Kaggle Complete EEG Dataset s01
-5.2051,-12.211,-12.946,-13.364,-8.1477,-11.59,0.17271,9.3482,-7.9347,-2.1458,Kaggle Complete EEG Dataset s01
-5.9769,-12.968,-13.608,-13.976,-9.2978,-12.259,1.091,9.4081,-8.1149,-0.13743,Kaggle Complete EEG Dataset s01
-6.7657,-13.652,-14.262,-14.609,-9.9924,-12.221,1.9698,9.7198,-8.0677,1.7895,Kaggle Complete EEG Dataset s01
-7.5902,-14.181,-14.87,-15.259,-10.197,-11.503,2.6314,10.032,-7.773,3.3905,Kaggle Complete EEG Dataset s01
-8.3151,-14.468,-15.363,-15.903,-9.9099,-10.251,2.8536,9.9596,-7.2593,4.4131,Kaggle Complete EEG Dataset s01
-8.7095,-14.461,-15.659,-16.472,-9.1913,-8.7056,2.4092,9.1084,-6.6379,4.5923,Kaggle Complete EEG Dataset s01
-8.5667,-14.158,-15.691,-16.848,-8.1631,-7.1636,1.096,7.2501,-6.0822,3.7001,Kaggle Complete EEG Dataset s01
-7.8024,-13.603,-15.375,-16.876,-7.0078,-5.8848,-1.1751,4.3128,-5.7605,1.6225,Kaggle Complete EEG Dataset s01
-6.4971,-12.858,-14.606,-16.405,-5.9453,-5.0597,-4.3151,0.4283,-5.7723,-1.5429,Kaggle Complete EEG Dataset s01
-4.8933,-11.958,-13.286,-15.365,-5.1441,-4.7578,-8.0624,-4.1395,-6.1007,-5.4538,Kaggle Complete EEG Dataset s01
-3.3233,-10.913,-11.395,-13.803,-4.7349,-4.9559,-12.027,-9.079,-6.6463,-9.658,Kaggle Complete EEG Dataset s01
-2.1363,-9.7589,-9.0776,-11.942,-4.7865,-5.5767,-15.824,-14.102,-7.2981,-13.679,Kaggle Complete EEG Dataset s01
-1.5973,-8.5827,-6.6674,-10.135,-5.2919,-6.5041,-19.117,-18.958,-7.9582,-17.134,Kaggle Complete EEG Dataset s01
